province,district_code,district,commune_code,commune,atm,branch,population
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27601,Xã Vĩnh Lộc A,2.0,0.0,124709
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27604,Xã Vĩnh Lộc B,3.0,3.0,121490
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27607,Xã Bình Lợi,0.0,0.0,12328
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27610,Xã Lê Minh Xuân,2.0,0.0,40704
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27613,Xã Tân Nhựt,2.0,0.0,27925
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27616,Xã Tân Kiên,1.0,2.0,60603
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27619,Xã Bình Hưng,20.0,23.0,87001
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27622,Xã Phong Phú,1.0,0.0,37058
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27625,Xã An Phú Tây,0.0,0.0,21152
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27628,Xã Hưng Long,2.0,0.0,25677
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27631,Xã Đa Phước,0.0,0.0,24643
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27634,Xã Tân Quý Tây,0.0,0.0,24326
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27637,Xã Bình Chánh,5.0,8.0,27698
Thành phố Hồ Chí Minh,785,Huyện Bình Chánh,27640,Xã Quy Đức,0.0,0.0,14186
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27643,Thị trấn Nhà Bè,7.0,10.0,45524
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27646,Xã Phước Kiển,13.0,11.0,52752
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27649,Xã Phước Lộc,1.0,0.0,15004
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27652,Xã Nhơn Đức,0.0,0.0,26280
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27655,Xã Phú Xuân,2.0,3.0,32350
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27658,Xã Long Thới,9.0,6.0,14754
Thành phố Hồ Chí Minh,786,Huyện Nhà Bè,27661,Xã Hiệp Phước,5.0,0.0,20173
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27664,Thị trấn Cần Thạnh,4.0,4.0,11154
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27667,Xã Bình Khánh,1.0,2.0,20961
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27670,Xã Tam Thôn Hiệp,0.0,0.0,5637
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27673,Xã An Thới Đông,0.0,0.0,13281
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27676,Xã Thạnh An,0.0,1.0,4512
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27679,Xã Long Hòa,2.0,0.0,10715
Thành phố Hồ Chí Minh,787,Huyện Cần Giờ,27682,Xã Lý Nhơn,0.0,0.0,5266
Thành phố Hà Nội,1,Quan Ba Dinh,1,Phường Phúc Xá,0.0,1.0,21946
Thành phố Hà Nội,1,Quan Ba Dinh,4,Phường Trúc Bạch,14.0,12.0,7065
Thành phố Hà Nội,1,Quan Ba Dinh,6,Phường Vĩnh Phúc,10.0,10.0,23867
Thành phố Hà Nội,1,Quan Ba Dinh,7,Phường Cống Vị,20.0,15.0,15979
Thành phố Hà Nội,1,Quan Ba Dinh,8,Phường Liễu Giai,15.0,14.0,21084
Thành phố Hà Nội,1,Quan Ba Dinh,10,Phường Nguyễn Trung Trực,5.0,6.0,7705
Thành phố Hà Nội,1,Quan Ba Dinh,13,Phường Quán Thánh,30.0,19.0,7923
Thành phố Hà Nội,1,Quan Ba Dinh,16,Phường Ngọc Hà,11.0,4.0,19357
Thành phố Hà Nội,1,Quan Ba Dinh,19,Phường Điện Biên,29.0,12.0,8912
Thành phố Hà Nội,1,Quan Ba Dinh,22,Phường Đội Cấn,11.0,19.0,14375
Thành phố Hà Nội,1,Quan Ba Dinh,25,Phường Ngọc Khánh,26.0,19.0,20363
Thành phố Hà Nội,1,Quan Ba Dinh,28,Phường Kim Mã,12.0,9.0,14259
Thành phố Hà Nội,1,Quan Ba Dinh,31,Phường Giảng Võ,21.0,14.0,17665
Thành phố Hà Nội,1,Quan Ba Dinh,34,Phường Thành Công,23.0,17.0,21393
Thành phố Hà Nội,2,Quan Hoan Kiem,37,Phường Phúc Tân,0.0,0.0,16856
Thành phố Hà Nội,2,Quan Hoan Kiem,40,Phường Đồng Xuân,6.0,17.0,9399
Thành phố Hà Nội,2,Quan Hoan Kiem,43,Phường Hàng Mã,11.0,12.0,6971
Thành phố Hà Nội,2,Quan Hoan Kiem,46,Phường Hàng Buồm,18.0,8.0,5367
Thành phố Hà Nội,2,Quan Hoan Kiem,49,Phường Hàng Đào,2.0,3.0,5393
Thành phố Hà Nội,2,Quan Hoan Kiem,52,Phường Hàng Bồ,13.0,9.0,5243
Thành phố Hà Nội,2,Quan Hoan Kiem,55,Phường Cửa Đông,11.0,17.0,6170
Thành phố Hà Nội,2,Quan Hoan Kiem,58,Phường Lý Thái Tổ,31.0,23.0,5152
Thành phố Hà Nội,2,Quan Hoan Kiem,61,Phường Hàng Bạc,7.0,7.0,5194
Thành phố Hà Nội,2,Quan Hoan Kiem,64,Phường Hàng Gai,6.0,4.0,5787
Thành phố Hà Nội,2,Quan Hoan Kiem,67,Phường Chương Dương,2.0,0.0,22946
Thành phố Hà Nội,2,Quan Hoan Kiem,70,Phường Hàng Trống,25.0,9.0,5524
Thành phố Hà Nội,2,Quan Hoan Kiem,73,Phường Cửa Nam,21.0,26.0,6385
Thành phố Hà Nội,2,Quan Hoan Kiem,76,Phường Hàng Bông,13.0,8.0,7206
Thành phố Hà Nội,2,Quan Hoan Kiem,79,Phường Tràng Tiền,37.0,18.0,4656
Thành phố Hà Nội,2,Quan Hoan Kiem,82,Phường Trần Hưng Đạo,52.0,22.0,7039
Thành phố Hà Nội,2,Quan Hoan Kiem,85,Phường Phan Chu Trinh,28.0,18.0,4846
Thành phố Hà Nội,2,Quan Hoan Kiem,88,Phường Hàng Bài,29.0,19.0,5484
Thành phố Hà Nội,3,Quan Tay Ho,91,Phường Phú Thượng,6.0,4.0,26071
Thành phố Hà Nội,3,Quan Tay Ho,94,Phường Nhật Tân,4.0,2.0,15597
Thành phố Hà Nội,3,Quan Tay Ho,97,Phường Tứ Liên,0.0,2.0,18360
Thành phố Hà Nội,3,Quan Tay Ho,100,Phường Quảng An,22.0,4.0,10290
Thành phố Hà Nội,3,Quan Tay Ho,103,Phường Xuân La,16.0,24.0,27500
Thành phố Hà Nội,3,Quan Tay Ho,106,Phường Yên Phụ,10.0,10.0,23301
Thành phố Hà Nội,3,Quan Tay Ho,109,Phường Bưởi,5.0,6.0,24778
Thành phố Hà Nội,3,Quan Tay Ho,112,Phường Thụy Khuê,13.0,16.0,14598
Thành phố Hà Nội,4,Quan Long Bien,115,Phường Thượng Thanh,2.0,2.0,28936
Thành phố Hà Nội,4,Quan Long Bien,118,Phường Ngọc Thụy,3.0,1.0,39565
Thành phố Hà Nội,4,Quan Long Bien,121,Phường Giang Biên,1.0,3.0,24315
Thành phố Hà Nội,4,Quan Long Bien,124,Phường Đức Giang,18.0,19.0,27694
Thành phố Hà Nội,4,Quan Long Bien,127,Phường Việt Hưng,5.0,2.0,22375
Thành phố Hà Nội,4,Quan Long Bien,130,Phường Gia Thụy,14.0,10.0,15076
Thành phố Hà Nội,4,Quan Long Bien,133,Phường Ngọc Lâm,23.0,24.0,23923
Thành phố Hà Nội,4,Quan Long Bien,136,Phường Phúc Lợi,2.0,2.0,19019
Thành phố Hà Nội,4,Quan Long Bien,139,Phường Bồ Đề,12.0,8.0,31466
Thành phố Hà Nội,4,Quan Long Bien,142,Phường Sài Đồng,16.0,6.0,17655
Thành phố Hà Nội,4,Quan Long Bien,145,Phường Long Biên,10.0,0.0,22028
Thành phố Hà Nội,4,Quan Long Bien,148,Phường Thạch Bàn,0.0,1.0,26427
Thành phố Hà Nội,4,Quan Long Bien,151,Phường Phúc Đồng,12.0,6.0,14211
Thành phố Hà Nội,4,Quan Long Bien,154,Phường Cự Khối,0.0,0.0,9859
Thành phố Hà Nội,5,Quan Cau Giay,157,Phường Nghĩa Đô,28.0,29.0,34636
Thành phố Hà Nội,5,Quan Cau Giay,160,Phường Nghĩa Tân,21.0,15.0,21794
Thành phố Hà Nội,5,Quan Cau Giay,163,Phường Mai Dịch,22.0,13.0,40511
Thành phố Hà Nội,5,Quan Cau Giay,166,Phường Dịch Vọng,33.0,23.0,28226
Thành phố Hà Nội,5,Quan Cau Giay,167,Phường Dịch Vọng Hậu,44.0,24.0,31541
Thành phố Hà Nội,5,Quan Cau Giay,169,Phường Quan Hoa,22.0,25.0,34886
Thành phố Hà Nội,5,Quan Cau Giay,172,Phường Yên Hoà,20.0,26.0,46766
Thành phố Hà Nội,5,Quan Cau Giay,175,Phường Trung Hoà,68.0,50.0,54176
Thành phố Hà Nội,6,Quan Dong Da,178,Phường Cát Linh,16.0,13.0,11185
Thành phố Hà Nội,6,Quan Dong Da,181,Phường Văn Miếu,6.0,5.0,9554
Thành phố Hà Nội,6,Quan Dong Da,184,Phường Quốc Tử Giám,4.0,8.0,8087
Thành phố Hà Nội,6,Quan Dong Da,187,Phường Láng Thượng,25.0,19.0,39173
Thành phố Hà Nội,6,Quan Dong Da,190,Phường Ô Chợ Dừa,25.0,35.0,34039
Thành phố Hà Nội,6,Quan Dong Da,193,Phường Văn Chương,0.0,0.0,16614
Thành phố Hà Nội,6,Quan Dong Da,196,Phường Hàng Bột,6.0,6.0,18375
Thành phố Hà Nội,6,Quan Dong Da,199,Phường Láng Hạ,39.0,37.0,29897
Thành phố Hà Nội,6,Quan Dong Da,202,Phường Khâm Thiên,7.0,7.0,9595
Thành phố Hà Nội,6,Quan Dong Da,205,Phường Thổ Quan,11.0,11.0,17398
Thành phố Hà Nội,6,Quan Dong Da,208,Phường Nam Đồng,11.0,13.0,14721
Thành phố Hà Nội,6,Quan Dong Da,211,Phường Trung Phụng,0.0,0.0,16607
Thành phố Hà Nội,6,Quan Dong Da,214,Phường Quang Trung,15.0,17.0,14434
Thành phố Hà Nội,6,Quan Dong Da,217,Phường Trung Liệt,31.0,27.0,26373
Thành phố Hà Nội,6,Quan Dong Da,220,Phường Phương Liên,14.0,13.0,17022
Thành phố Hà Nội,6,Quan Dong Da,223,Phường Thịnh Quang,9.0,11.0,18201
Thành phố Hà Nội,6,Quan Dong Da,226,Phường Trung Tự,4.0,5.0,13083
Thành phố Hà Nội,6,Quan Dong Da,229,Phường Kim Liên,14.0,8.0,14092
Thành phố Hà Nội,6,Quan Dong Da,232,Phường Phương Mai,20.0,14.0,19934
Thành phố Hà Nội,6,Quan Dong Da,235,Phường Ngã Tư Sở,10.0,12.0,7653
Thành phố Hà Nội,6,Quan Dong Da,238,Phường Khương Thượng,1.0,3.0,15569
Thành phố Hà Nội,7,Quan Hai Ba Trung,241,Phường Nguyễn Du,13.0,10.0,5978
Thành phố Hà Nội,7,Quan Hai Ba Trung,244,Phường Bạch Đằng,5.0,2.0,19795
Thành phố Hà Nội,7,Quan Hai Ba Trung,247,Phường Phạm Đình Hổ,7.0,10.0,6812
Thành phố Hà Nội,7,Quan Hai Ba Trung,250,Phường Bùi Thị Xuân,9.0,12.0,3826
Thành phố Hà Nội,7,Quan Hai Ba Trung,253,Phường Ngô Thì Nhậm,19.0,21.0,5013
Thành phố Hà Nội,7,Quan Hai Ba Trung,256,Phường Lê Đại Hành,26.0,18.0,8464
Thành phố Hà Nội,7,Quan Hai Ba Trung,259,Phường Đồng Nhân,1.0,0.0,8690
Thành phố Hà Nội,7,Quan Hai Ba Trung,262,Phường Phố Huế,6.0,7.0,8955
Thành phố Hà Nội,7,Quan Hai Ba Trung,265,Phường Đống Mác,5.0,15.0,8647
Thành phố Hà Nội,7,Quan Hai Ba Trung,268,Phường Thanh Lương,1.0,0.0,24812
Thành phố Hà Nội,7,Quan Hai Ba Trung,271,Phường Thanh Nhàn,9.0,15.0,21170
Thành phố Hà Nội,7,Quan Hai Ba Trung,274,Phường Cầu Dền,1.0,4.0,11797
Thành phố Hà Nội,7,Quan Hai Ba Trung,277,Phường Bách Khoa,11.0,12.0,13950
Thành phố Hà Nội,7,Quan Hai Ba Trung,280,Phường Đồng Tâm,19.0,15.0,19973
Thành phố Hà Nội,7,Quan Hai Ba Trung,283,Phường Vĩnh Tuy,18.0,24.0,51644
Thành phố Hà Nội,7,Quan Hai Ba Trung,286,Phường Bạch Mai,5.0,11.0,16241
Thành phố Hà Nội,7,Quan Hai Ba Trung,289,Phường Quỳnh Mai,2.0,3.0,11946
Thành phố Hà Nội,7,Quan Hai Ba Trung,292,Phường Quỳnh Lôi,0.0,1.0,14787
Thành phố Hà Nội,7,Quan Hai Ba Trung,295,Phường Minh Khai,21.0,12.0,19822
Thành phố Hà Nội,7,Quan Hai Ba Trung,298,Phường Trương Định,8.0,5.0,21264
Thành phố Hà Nội,8,Quan Hoang Mai,301,Phường Thanh Trì,0.0,0.0,25110
Thành phố Hà Nội,8,Quan Hoang Mai,304,Phường Vĩnh Hưng,2.0,2.0,38652
Thành phố Hà Nội,8,Quan Hoang Mai,307,Phường Định Công,13.0,16.0,48671
Thành phố Hà Nội,8,Quan Hoang Mai,310,Phường Mai Động,5.0,1.0,48966
Thành phố Hà Nội,8,Quan Hoang Mai,313,Phường Tương Mai,5.0,9.0,28344
Thành phố Hà Nội,8,Quan Hoang Mai,316,Phường Đại Kim,20.0,12.0,48505
Thành phố Hà Nội,8,Quan Hoang Mai,319,Phường Tân Mai,5.0,9.0,24523
Thành phố Hà Nội,8,Quan Hoang Mai,322,Phường Hoàng Văn Thụ,8.0,11.0,39489
Thành phố Hà Nội,8,Quan Hoang Mai,325,Phường Giáp Bát,12.0,14.0,16625
Thành phố Hà Nội,8,Quan Hoang Mai,328,Phường Lĩnh Nam,3.0,3.0,30900
Thành phố Hà Nội,8,Quan Hoang Mai,331,Phường Thịnh Liệt,4.0,4.0,40286
Thành phố Hà Nội,8,Quan Hoang Mai,334,Phường Trần Phú,1.0,3.0,14152
Thành phố Hà Nội,8,Quan Hoang Mai,337,Phường Hoàng Liệt,13.0,14.0,78845
Thành phố Hà Nội,8,Quan Hoang Mai,340,Phường Yên Sở,4.0,2.0,23279
Thành phố Hà Nội,9,Quan Thanh Xuan,343,Phường Nhân Chính,32.0,37.0,51306
Thành phố Hà Nội,9,Quan Thanh Xuan,346,Phường Thượng Đình,19.0,12.0,29021
Thành phố Hà Nội,9,Quan Thanh Xuan,349,Phường Khương Trung,9.0,17.0,35687
Thành phố Hà Nội,9,Quan Thanh Xuan,352,Phường Khương Mai,19.0,30.0,21885
Thành phố Hà Nội,9,Quan Thanh Xuan,355,Phường Thanh Xuân Trung,25.0,10.0,31370
Thành phố Hà Nội,9,Quan Thanh Xuan,358,Phường Phương Liệt,14.0,8.0,24619
Thành phố Hà Nội,9,Quan Thanh Xuan,361,Phường Hạ Đình,0.0,2.0,18111
Thành phố Hà Nội,9,Quan Thanh Xuan,364,Phường Khương Đình,1.0,1.0,35286
Thành phố Hà Nội,9,Quan Thanh Xuan,367,Phường Thanh Xuân Bắc,9.0,4.0,20659
Thành phố Hà Nội,9,Quan Thanh Xuan,370,Phường Thanh Xuân Nam,9.0,6.0,12436
Thành phố Hà Nội,9,Quan Thanh Xuan,373,Phường Kim Giang,1.0,2.0,13144
Thành phố Hà Nội,16,Huyen Soc Son,376,Thị trấn Sóc Sơn,13.0,13.0,4849
Thành phố Hà Nội,16,Huyen Soc Son,379,Xã Bắc Sơn,0.0,0.0,17017
Thành phố Hà Nội,16,Huyen Soc Son,382,Xã Minh Trí,0.0,0.0,14729
Thành phố Hà Nội,16,Huyen Soc Son,385,Xã Hồng Kỳ,0.0,0.0,12559
Thành phố Hà Nội,16,Huyen Soc Son,388,Xã Nam Sơn,0.0,0.0,9422
Thành phố Hà Nội,16,Huyen Soc Son,391,Xã Trung Giã,3.0,2.0,14732
Thành phố Hà Nội,16,Huyen Soc Son,394,Xã Tân Hưng,0.0,0.0,11448
Thành phố Hà Nội,16,Huyen Soc Son,397,Xã Minh Phú,0.0,0.0,13430
Thành phố Hà Nội,16,Huyen Soc Son,400,Xã Phù Linh,4.0,0.0,12308
Thành phố Hà Nội,16,Huyen Soc Son,403,Xã Bắc Phú,0.0,0.0,11572
Thành phố Hà Nội,16,Huyen Soc Son,406,Xã Tân Minh,0.0,0.0,17953
Thành phố Hà Nội,16,Huyen Soc Son,409,Xã Quang Tiến,5.0,2.0,11339
Thành phố Hà Nội,16,Huyen Soc Son,412,Xã Hiền Ninh,0.0,0.0,13081
Thành phố Hà Nội,16,Huyen Soc Son,415,Xã Tân Dân,1.0,0.0,15462
Thành phố Hà Nội,16,Huyen Soc Son,418,Xã Tiên Dược,2.0,0.0,19313
Thành phố Hà Nội,16,Huyen Soc Son,421,Xã Việt Long,0.0,0.0,9130
Thành phố Hà Nội,16,Huyen Soc Son,424,Xã Xuân Giang,0.0,1.0,10710
Thành phố Hà Nội,16,Huyen Soc Son,427,Xã Mai Đình,1.0,0.0,21899
Thành phố Hà Nội,16,Huyen Soc Son,430,Xã Đức Hoà,0.0,0.0,8929
Thành phố Hà Nội,16,Huyen Soc Son,433,Xã Thanh Xuân,1.0,2.0,14503
Thành phố Hà Nội,16,Huyen Soc Son,436,Xã Đông Xuân,1.0,0.0,13983
Thành phố Hà Nội,16,Huyen Soc Son,439,Xã Kim Lũ,0.0,0.0,11131
Thành phố Hà Nội,16,Huyen Soc Son,442,Xã Phú Cường,9.0,3.0,14124
Thành phố Hà Nội,16,Huyen Soc Son,445,Xã Phú Minh,13.0,6.0,10943
Thành phố Hà Nội,16,Huyen Soc Son,448,Xã Phù Lỗ,3.0,5.0,17471
Thành phố Hà Nội,16,Huyen Soc Son,451,Xã Xuân Thu,0.0,0.0,11395
Thành phố Hà Nội,17,Huyen Dong Anh,454,Thị trấn Đông Anh,25.0,12.0,25274
Thành phố Hà Nội,17,Huyen Dong Anh,457,Xã Xuân Nộn,0.0,0.0,16511
Thành phố Hà Nội,17,Huyen Dong Anh,460,Xã Thuỵ Lâm,0.0,0.0,20089
Thành phố Hà Nội,17,Huyen Dong Anh,463,Xã Bắc Hồng,0.0,0.0,13831
Thành phố Hà Nội,17,Huyen Dong Anh,466,Xã Nguyên Khê,2.0,1.0,15982
Thành phố Hà Nội,17,Huyen Dong Anh,469,Xã Nam Hồng,1.0,1.0,16062
Thành phố Hà Nội,17,Huyen Dong Anh,472,Xã Tiên Dương,0.0,0.0,19017
Thành phố Hà Nội,17,Huyen Dong Anh,475,Xã Vân Hà,0.0,2.0,11277
Thành phố Hà Nội,17,Huyen Dong Anh,478,Xã Uy Nỗ,5.0,5.0,21464
Thành phố Hà Nội,17,Huyen Dong Anh,481,Xã Vân Nội,2.0,3.0,12836
Thành phố Hà Nội,17,Huyen Dong Anh,484,Xã Liên Hà,2.0,3.0,17741
Thành phố Hà Nội,17,Huyen Dong Anh,487,Xã Việt Hùng,0.0,0.0,19689
Thành phố Hà Nội,17,Huyen Dong Anh,490,Xã Kim Nỗ,0.0,0.0,14644
Thành phố Hà Nội,17,Huyen Dong Anh,493,Xã Kim Chung,15.0,4.0,31817
Thành phố Hà Nội,17,Huyen Dong Anh,496,Xã Dục Tú,0.0,3.0,18057
Thành phố Hà Nội,17,Huyen Dong Anh,499,Xã Đại Mạch,0.0,0.0,16602
Thành phố Hà Nội,17,Huyen Dong Anh,502,Xã Vĩnh Ngọc,0.0,0.0,15905
Thành phố Hà Nội,17,Huyen Dong Anh,505,Xã Cổ Loa,2.0,1.0,19639
Thành phố Hà Nội,17,Huyen Dong Anh,508,Xã Hải Bối,5.0,3.0,20901
Thành phố Hà Nội,17,Huyen Dong Anh,511,Xã Xuân Canh,0.0,1.0,12159
Thành phố Hà Nội,17,Huyen Dong Anh,514,Xã Võng La,1.0,0.0,14206
Thành phố Hà Nội,17,Huyen Dong Anh,517,Xã Tàm Xá,0.0,0.0,5058
Thành phố Hà Nội,17,Huyen Dong Anh,520,Xã Mai Lâm,1.0,2.0,14185
Thành phố Hà Nội,17,Huyen Dong Anh,523,Xã Đông Hội,0.0,0.0,12803
Thành phố Hà Nội,18,Huyen Gia Lam,526,Thị trấn Yên Viên,5.0,7.0,12679
Thành phố Hà Nội,18,Huyen Gia Lam,529,Xã Yên Thường,1.0,1.0,17894
Thành phố Hà Nội,18,Huyen Gia Lam,532,Xã Yên Viên,2.0,0.0,13794
Thành phố Hà Nội,18,Huyen Gia Lam,535,Xã Ninh Hiệp,4.0,5.0,17965
Thành phố Hà Nội,18,Huyen Gia Lam,538,Xã Đình Xuyên,0.0,0.0,11240
Thành phố Hà Nội,18,Huyen Gia Lam,541,Xã Dương Hà,0.0,0.0,7211
Thành phố Hà Nội,18,Huyen Gia Lam,544,Xã Phù Đổng,0.0,0.0,13686
Thành phố Hà Nội,18,Huyen Gia Lam,547,Xã Trung Mầu,0.0,0.0,5890
Thành phố Hà Nội,18,Huyen Gia Lam,550,Xã Lệ Chi,2.0,0.0,12419
Thành phố Hà Nội,18,Huyen Gia Lam,553,Xã Cổ Bi,1.0,2.0,15354
Thành phố Hà Nội,18,Huyen Gia Lam,556,Xã Đặng Xá,2.0,1.0,20849
Thành phố Hà Nội,18,Huyen Gia Lam,559,Xã Phú Thị,3.0,3.0,9257
Thành phố Hà Nội,18,Huyen Gia Lam,562,Xã Kim Sơn,0.0,0.0,13465
Thành phố Hà Nội,18,Huyen Gia Lam,565,Thị trấn Trâu Quỳ,16.0,10.0,32180
Thành phố Hà Nội,18,Huyen Gia Lam,568,Xã Dương Quang,0.0,0.0,13126
Thành phố Hà Nội,18,Huyen Gia Lam,571,Xã Dương Xá,1.0,1.0,13947
Thành phố Hà Nội,18,Huyen Gia Lam,574,Xã Đông Dư,0.0,1.0,6231
Thành phố Hà Nội,18,Huyen Gia Lam,577,Xã Đa Tốn,1.0,1.0,13239
Thành phố Hà Nội,18,Huyen Gia Lam,580,Xã Kiêu Kỵ,1.0,0.0,13051
Thành phố Hà Nội,18,Huyen Gia Lam,583,Xã Bát Tràng,2.0,1.0,8622
Thành phố Hà Nội,18,Huyen Gia Lam,586,Xã Kim Lan,0.0,0.0,6346
Thành phố Hà Nội,18,Huyen Gia Lam,589,Xã Văn Đức,0.0,0.0,7657
Thành phố Hà Nội,19,Quan Nam Tu Liem,592,Phường Cầu Diễn,12.0,9.0,26089
Thành phố Hà Nội,19,Quan Nam Tu Liem,622,Phường Xuân Phương,2.0,0.0,17095
Thành phố Hà Nội,19,Quan Nam Tu Liem,623,Phường Phương Canh,2.0,1.0,18089
Thành phố Hà Nội,19,Quan Nam Tu Liem,625,Phường Mỹ Đình 1,22.0,24.0,27147
Thành phố Hà Nội,19,Quan Nam Tu Liem,626,Phường Mỹ Đình 2,24.0,21.0,32207
Thành phố Hà Nội,19,Quan Nam Tu Liem,628,Phường Tây Mỗ,3.0,1.0,25497
Thành phố Hà Nội,19,Quan Nam Tu Liem,631,Phường Mễ Trì,35.0,10.0,30589
Thành phố Hà Nội,19,Quan Nam Tu Liem,632,Phường Phú Đô,0.0,1.0,15334
Thành phố Hà Nội,19,Quan Nam Tu Liem,634,Phường Đại Mỗ,1.0,2.0,30906
Thành phố Hà Nội,19,Quan Nam Tu Liem,637,Phường Trung Văn,13.0,10.0,41293
Thành phố Hà Nội,20,Huyen Thanh Tri,640,Thị trấn Văn Điển,12.0,9.0,16762
Thành phố Hà Nội,20,Huyen Thanh Tri,643,Xã Tân Triều,7.0,7.0,34996
Thành phố Hà Nội,20,Huyen Thanh Tri,646,Xã Thanh Liệt,2.0,1.0,19107
Thành phố Hà Nội,20,Huyen Thanh Tri,649,Xã Tả Thanh Oai,4.0,3.0,39492
Thành phố Hà Nội,20,Huyen Thanh Tri,652,Xã Hữu Hoà,0.0,0.0,11457
Thành phố Hà Nội,20,Huyen Thanh Tri,655,Xã Tam Hiệp,4.0,0.0,16546
Thành phố Hà Nội,20,Huyen Thanh Tri,658,Xã Tứ Hiệp,1.0,0.0,19420
Thành phố Hà Nội,20,Huyen Thanh Tri,661,Xã Yên Mỹ,0.0,0.0,5915
Thành phố Hà Nội,20,Huyen Thanh Tri,664,Xã Vĩnh Quỳnh,0.0,0.0,26997
Thành phố Hà Nội,20,Huyen Thanh Tri,667,Xã Ngũ Hiệp,0.0,2.0,15628
Thành phố Hà Nội,20,Huyen Thanh Tri,670,Xã Duyên Hà,0.0,0.0,6230
Thành phố Hà Nội,20,Huyen Thanh Tri,673,Xã Ngọc Hồi,2.0,0.0,13212
Thành phố Hà Nội,20,Huyen Thanh Tri,676,Xã Vạn Phúc,0.0,0.0,13300
Thành phố Hà Nội,20,Huyen Thanh Tri,679,Xã Đại áng,0.0,0.0,11477
Thành phố Hà Nội,20,Huyen Thanh Tri,682,Xã Liên Ninh,1.0,0.0,16121
Thành phố Hà Nội,20,Huyen Thanh Tri,685,Xã Đông Mỹ,2.0,1.0,9085
Thành phố Hà Nội,21,Quan Bac Tu Liem,595,Phường Thượng Cát,0.0,0.0,8074
Thành phố Hà Nội,21,Quan Bac Tu Liem,598,Phường Liên Mạc,0.0,0.0,10529
Thành phố Hà Nội,21,Quan Bac Tu Liem,601,Phường Đông Ngạc,5.0,3.0,24206
Thành phố Hà Nội,21,Quan Bac Tu Liem,602,Phường Đức Thắng,4.0,2.0,19395
Thành phố Hà Nội,21,Quan Bac Tu Liem,604,Phường Thụy Phương,0.0,0.0,13367
Thành phố Hà Nội,21,Quan Bac Tu Liem,607,Phường Tây Tựu,2.0,1.0,20221
Thành phố Hà Nội,21,Quan Bac Tu Liem,610,Phường Xuân Đỉnh,3.0,8.0,40345
Thành phố Hà Nội,21,Quan Bac Tu Liem,611,Phường Xuân Tảo,3.0,1.0,18368
Thành phố Hà Nội,21,Quan Bac Tu Liem,613,Phường Minh Khai,1.0,1.0,29760
Thành phố Hà Nội,21,Quan Bac Tu Liem,616,Phường Cổ Nhuế 1,17.0,10.0,46104
Thành phố Hà Nội,21,Quan Bac Tu Liem,617,Phường Cổ Nhuế 2,5.0,1.0,42510
Thành phố Hà Nội,21,Quan Bac Tu Liem,619,Phường Phú Diễn,6.0,5.0,39512
Thành phố Hà Nội,21,Quan Bac Tu Liem,620,Phường Phúc Diễn,11.0,7.0,22719
Thành phố Hà Nội,250,Huyen Me Linh,8973,Thị trấn Chi Đông,2.0,0.0,12758
Thành phố Hà Nội,250,Huyen Me Linh,8974,Xã Đại Thịnh,3.0,3.0,12787
Thành phố Hà Nội,250,Huyen Me Linh,8977,Xã Kim Hoa,0.0,0.0,11599
Thành phố Hà Nội,250,Huyen Me Linh,8980,Xã Thạch Đà,2.0,1.0,14267
Thành phố Hà Nội,250,Huyen Me Linh,8983,Xã Tiến Thắng,0.0,0.0,14930
Thành phố Hà Nội,250,Huyen Me Linh,8986,Xã Tự Lập,0.0,0.0,12138
Thành phố Hà Nội,250,Huyen Me Linh,8989,Thị trấn Quang Minh,14.0,4.0,24639
Thành phố Hà Nội,250,Huyen Me Linh,8992,Xã Thanh Lâm,0.0,1.0,18580
Thành phố Hà Nội,250,Huyen Me Linh,8995,Xã Tam Đồng,0.0,0.0,9594
Thành phố Hà Nội,250,Huyen Me Linh,8998,Xã Liên Mạc,0.0,0.0,15724
Thành phố Hà Nội,250,Huyen Me Linh,9001,Xã Vạn Yên,0.0,0.0,5184
