province_code,province_name_vi,district_code,commune_code,commune_name_vi,commune_name_en,district_name_vi,district_name_en,commune_type,area,pop_density,population,total_household,hh1_2,hh_2+,total_male,m0_14,m15_60,m60+,total_female,f0_14,f15_55,f55+,edu_primary,edu_secondary,edu_high_school,edu_higher
1,Thành phố Hà Nội,275,9946,Xã Tân Hòa,Xa Tan Hoa,Huyện Quốc Oai,Huyen Quoc Oai,Xa,2.921,2.808,"8,202","1,845",262,"1,583","4,061",1108,2540,413,"4,141","1,023","2,299",819,751,493,341,98
1,Thành phố Hà Nội,275,9949,Xã Hòa Thạch,Xa Hoa Thach,Huyện Quốc Oai,Huyen Quoc Oai,Xa,2.698,5.076,"13,696","3,446",643,"2,803","6,764",2011,4142,611,"6,932","1,893","3,783","1,256","1,426",943,555,224
1,Thành phố Hà Nội,275,9952,Xã Đông Yên,Xa Dong Yen,Huyện Quốc Oai,Huyen Quoc Oai,Xa,16.153,0.821,"13,258","3,128",501,"2,627","6,663",1966,4015,682,"6,595","1,696","3,510","1,389","1,299",794,393,270
1,Thành phố Hà Nội,276,4927,Xã Yên Trung,Xa Yen Trung,Huyện Thạch Thất,Huyen Thach That,Xa,2.976,1.294,"3,850",941,143,798,"1,966",523,1312,131,"1,884",470,"1,069",345,372,236,117,32
1,Thành phố Hà Nội,276,4930,Xã Yên Bình,Xa Yen Binh,Huyện Thạch Thất,Huyen Thach That,Xa,5.31,1.379,"7,323","1,833",288,"1,545","3,678",1093,2257,328,"3,645",956,"2,018",671,808,459,248,53
1,Thành phố Hà Nội,276,4936,Xã Tiến Xuân,Xa Tien Xuan,Huyện Thạch Thất,Huyen Thach That,Xa,4.088,1.86,"7,605","1,773",217,"1,556","3,846",1111,2452,283,"3,759",955,"2,083",721,774,550,291,68
1,Thành phố Hà Nội,276,9955,Thị trấn Liên Quan,Thi tran Lien Quan,Huyện Thạch Thất,Huyen Thach That,Thi tran,8.783,0.746,"6,552","1,829",499,"1,330","3,276",895,2006,375,"3,276",740,"1,790",746,576,408,264,179
1,Thành phố Hà Nội,276,9958,Xã Đại Đồng,Xa Dai Dong,Huyện Thạch Thất,Huyen Thach That,Xa,6.225,1.654,"10,294","2,869",776,"2,093","5,031",1393,3083,555,"5,263","1,207","2,867","1,189",897,689,428,370
1,Thành phố Hà Nội,276,9961,Xã Cẩm Yên,Xa Cam Yen,Huyện Thạch Thất,Huyen Thach That,Xa,4.78,1.098,"5,247","1,232",188,"1,044","2,615",729,1644,242,"2,632",617,"1,450",565,474,308,206,81
1,Thành phố Hà Nội,276,9964,Xã Lại Thượng,Xa Lai Thuong,Huyện Thạch Thất,Huyen Thach That,Xa,5.048,1.983,"10,009","2,555",502,"2,053","5,012",1418,3090,504,"4,997","1,179","2,694","1,124",963,530,361,156
1,Thành phố Hà Nội,276,9967,Xã Phú Kim,Xa Phu Kim,Huyện Thạch Thất,Huyen Thach That,Xa,4.62,2.116,"9,777","2,942",983,"1,959","4,856",1410,2875,571,"4,921","1,198","2,585","1,138",939,624,374,70
1,Thành phố Hà Nội,276,9970,Xã Hương Ngải,Xa Huong Ngai,Huyện Thạch Thất,Huyen Thach That,Xa,3.158,2.686,"8,482","2,444",755,"1,689","4,207",1200,2476,531,"4,275",981,"2,210","1,084",745,508,325,135
1,Thành phố Hà Nội,276,9973,Xã Canh Nậu,Xa Canh Nau,Huyện Thạch Thất,Huyen Thach That,Xa,11.759,1.267,"14,897","3,490",498,"2,992","7,574",2158,4789,627,"7,323","1,894","4,094","1,335","1,336","1,076",571,363
1,Thành phố Hà Nội,276,9976,Xã Kim Quan,Xa Kim Quan,Huyện Thạch Thất,Huyen Thach That,Xa,2.734,3.207,"8,768","2,360",580,"1,780","4,379",1320,2555,504,"4,389","1,183","2,283",923,864,565,300,180
1,Thành phố Hà Nội,276,9979,Xã Dị Nậu,Xa Di Nau,Huyện Thạch Thất,Huyen Thach That,Xa,30.57,0.251,"7,682","1,928",381,"1,547","3,802",1073,2396,333,"3,880","1,018","2,064",798,647,495,280,127
1,Thành phố Hà Nội,276,9982,Xã Bình Yên,Xa Binh Yen,Huyện Thạch Thất,Huyen Thach That,Xa,7.173,1.702,"12,210","3,026",521,"2,505","6,053",1864,3655,534,"6,157","1,653","3,361","1,143","1,299",827,454,231
1,Thành phố Hà Nội,276,9985,Xã Chàng Sơn,Xa Chang Son,Huyện Thạch Thất,Huyen Thach That,Xa,1.861,5.386,"10,024","2,615",554,"2,061","5,065",1526,2992,547,"4,959","1,323","2,692",944,940,769,432,295
1,Thành phố Hà Nội,276,9988,Xã Thạch Hoà,Xa Thach Hoa,Huyện Thạch Thất,Huyen Thach That,Xa,4.655,2.64,"12,290","2,762",851,"1,911","7,200",1240,5606,354,"5,090","1,061","3,323",706,754,511,335,3617
1,Thành phố Hà Nội,276,9991,Xã Cần Kiệm,Xa Can Kiem,Huyện Thạch Thất,Huyen Thach That,Xa,8.496,1.154,"9,807","2,434",506,"1,928","4,837",1479,2839,519,"4,970","1,365","2,511","1,094",987,679,310,207
1,Thành phố Hà Nội,276,9994,Xã Hữu Bằng,Xa Huu Bang,Huyện Thạch Thất,Huyen Thach That,Xa,3.356,5.208,"17,477","4,494","1,021","3,473","8,885",2752,5213,920,"8,592","2,397","4,708","1,487","1,881","1,458",674,184
1,Thành phố Hà Nội,276,9997,Xã Phùng Xá,Xa Phung Xa,Huyện Thạch Thất,Huyen Thach That,Xa,4.957,2.636,"13,069","3,400",859,"2,541","6,582",1958,4028,596,"6,487","1,713","3,556","1,218","1,386","1,041",518,296
1,Thành phố Hà Nội,276,10000,Xã Tân Xã,Xa Tan Xa,Huyện Thạch Thất,Huyen Thach That,Xa,7.112,0.811,"5,765","1,354",204,"1,150","2,872",899,1671,302,"2,893",819,"1,519",555,612,406,177,127
1,Thành phố Hà Nội,276,10003,Xã Thạch Xá,Xa Thach Xa,Huyện Thạch Thất,Huyen Thach That,Xa,6.649,1.137,"7,562","2,108",582,"1,526","3,813",1135,2270,408,"3,749",984,"2,011",754,746,529,303,262
1,Thành phố Hà Nội,276,10006,Xã Bình Phú,Xa Binh Phu,Huyện Thạch Thất,Huyen Thach That,Xa,15.631,0.851,"13,309","3,235",567,"2,668","6,840",2075,4149,616,"6,469","1,698","3,643","1,128","1,378",941,515,460
1,Thành phố Hà Nội,276,10009,Xã Hạ Bằng,Xa Ha Bang,Huyện Thạch Thất,Huyen Thach That,Xa,16.62,0.435,"7,229","1,788",331,"1,457","3,556",1030,2083,443,"3,673",860,"1,910",903,652,475,313,109
1,Thành phố Hà Nội,276,10012,Xã Đồng Trúc,Xa Dong Truc,Huyện Thạch Thất,Huyen Thach That,Xa,20.881,0.351,"7,326","1,835",352,"1,483","3,690",1013,2315,362,"3,636",801,"2,018",817,671,452,297,188
1,Thành phố Hà Nội,277,10015,Thị trấn Chúc Sơn,Thi tran Chuc Son,Huyện Chương Mỹ,Huyen Chuong My,Thi tran,5.049,2.808,"14,177","3,227",424,"2,803","7,106",2162,4211,733,"7,071","1,900","3,805","1,366","1,607",933,502,359
1,Thành phố Hà Nội,277,10018,Thị trấn Xuân Mai,Thi tran Xuan Mai,Huyện Chương Mỹ,Huyen Chuong My,Thi tran,9.616,2.314,"22,252","5,586","1,398","4,188","11,170",3072,6983,1115,"11,082","2,701","6,394","1,987","2,148","1,290",968,1877
1,Thành phố Hà Nội,277,10021,Xã Phụng Châu,Xa Phung Chau,Huyện Chương Mỹ,Huyen Chuong My,Xa,5.481,2.36,"12,936","3,092",586,"2,506","6,599",1780,4267,552,"6,337","1,608","3,528","1,201","1,255",675,346,909
1,Thành phố Hà Nội,277,10024,Xã Tiên Phương,Xa Tien Phuong,Huyện Chương Mỹ,Huyen Chuong My,Xa,8.116,2.066,"16,764","4,085",769,"3,316","8,425",2522,5021,882,"8,339","2,161","4,406","1,772","1,662",998,553,351
1,Thành phố Hà Nội,277,10027,Xã Đông Sơn,Xa Dong Son,Huyện Chương Mỹ,Huyen Chuong My,Xa,8.056,1.343,"10,822","2,510",344,"2,166","5,426",1603,3274,549,"5,396","1,430","2,898","1,068","1,113",716,416,141
1,Thành phố Hà Nội,277,10030,Xã Đông Phương Yên,Xa Dong Phuong Yen,Huyện Chương Mỹ,Huyen Chuong My,Xa,4.792,2.44,"11,693","2,762",465,"2,297","5,875",1698,3635,542,"5,818","1,530","3,162","1,126","1,154",804,493,185
1,Thành phố Hà Nội,277,10033,Xã Phú Nghĩa,Xa Phu Nghia,Huyện Chương Mỹ,Huyen Chuong My,Xa,4.659,2.57,"11,971","3,092",634,"2,458","6,053",1802,3701,550,"5,918","1,594","3,315","1,009","1,216",822,498,201
1,Thành phố Hà Nội,277,10039,Xã Trường Yên,Xa Truong Yen,Huyện Chương Mỹ,Huyen Chuong My,Xa,3.371,3.546,"11,954","2,806",474,"2,332","6,039",1694,3712,633,"5,915","1,517","3,289","1,109","1,218",719,467,247
1,Thành phố Hà Nội,277,10042,Xã Ngọc Hòa,Xa Ngoc Hoa,Huyện Chương Mỹ,Huyen Chuong My,Xa,4.678,1.957,"9,156","2,362",552,"1,810","4,554",1411,2718,425,"4,602","1,285","2,463",854,"1,002",567,277,140
1,Thành phố Hà Nội,277,10045,Xã Thủy Xuân Tiên,Xa Thuy Xuan Tien,Huyện Chương Mỹ,Huyen Chuong My,Xa,3.981,4.74,"18,869","4,761",986,"3,775","9,423",2843,5623,957,"9,446","2,496","5,141","1,809","2,025","1,111",700,406
1,Thành phố Hà Nội,277,10048,Xã Thanh Bình,Xa Thanh Binh,Huyện Chương Mỹ,Huyen Chuong My,Xa,3.189,2.326,"7,417","1,795",334,"1,461","3,720",1030,2314,376,"3,697",938,"1,960",799,708,380,258,111
1,Thành phố Hà Nội,277,10051,Xã Trung Hòa,Xa Trung Hoa,Huyện Chương Mỹ,Huyen Chuong My,Xa,7.169,1.591,"11,405","2,546",319,"2,227","5,731",1600,3629,502,"5,674","1,468","3,151","1,055","1,084",672,341,227
1,Thành phố Hà Nội,277,10054,Xã Đại Yên,Xa Dai Yen,Huyện Chương Mỹ,Huyen Chuong My,Xa,4.879,1.337,"6,523","1,648",354,"1,294","3,187",980,1895,312,"3,336",926,"1,712",698,731,405,177,141
1,Thành phố Hà Nội,277,10057,Xã Thụy Hương,Xa Thuy Huong,Huyện Chương Mỹ,Huyen Chuong My,Xa,4.358,2.206,"9,614","2,234",363,"1,871","4,865",1505,2824,536,"4,749","1,226","2,506","1,017","1,048",548,278,133
1,Thành phố Hà Nội,277,10060,Xã Tốt Động,Xa Tot Dong,Huyện Chương Mỹ,Huyen Chuong My,Xa,5.873,2.514,"14,766","3,388",441,"2,947","7,562",2331,4585,646,"7,204","2,029","3,830","1,345","1,466",865,427,139
1,Thành phố Hà Nội,277,10063,Xã Lam Điền,Xa Lam Dien,Huyện Chương Mỹ,Huyen Chuong My,Xa,6.918,1.691,"11,695","2,991",663,"2,328","5,889",1710,3573,606,"5,806","1,424","3,120","1,262","1,119",636,367,189
1,Thành phố Hà Nội,277,10066,Xã Tân Tiến,Xa Tan Tien,Huyện Chương Mỹ,Huyen Chuong My,Xa,8.175,1.393,"11,385","2,686",414,"2,272","5,660",1669,3546,445,"5,725","1,575","3,107","1,043","1,168",693,387,101
1,Thành phố Hà Nội,277,10069,Xã Nam Phương Tiến,Xa Nam Phuong Tien,Huyện Chương Mỹ,Huyen Chuong My,Xa,8.25,1.232,"10,160","2,317",342,"1,975","5,121",1415,3260,446,"5,039","1,317","2,759",963,899,609,402,101
1,Thành phố Hà Nội,277,10072,Xã Hợp Đồng,Xa Hop Dong,Huyện Chương Mỹ,Huyen Chuong My,Xa,6.007,1.181,"7,095","1,852",401,"1,451","3,526",1023,2109,394,"3,569",903,"1,865",801,699,394,221,132
1,Thành phố Hà Nội,277,10075,Xã Hoàng Văn Thụ,Xa Hoang Van Thu,Huyện Chương Mỹ,Huyen Chuong My,Xa,6.619,1.891,"12,516","3,160",677,"2,483","6,257",1793,3832,632,"6,259","1,628","3,323","1,308","1,186",723,442,164
1,Thành phố Hà Nội,277,10078,Xã Hoàng Diệu,Xa Hoang Dieu,Huyện Chương Mỹ,Huyen Chuong My,Xa,9.136,1.196,"10,924","2,684",482,"2,202","5,534",1649,3372,513,"5,390","1,385","2,894","1,111","1,080",588,299,171
1,Thành phố Hà Nội,277,10081,Xã Hữu Văn,Xa Huu Van,Huyện Chương Mỹ,Huyen Chuong My,Xa,6.453,1.474,"9,509","2,189",349,"1,840","4,813",1469,2911,433,"4,696","1,249","2,484",963,930,498,225,75
1,Thành phố Hà Nội,277,10084,Xã Quảng Bị,Xa Quang Bi,Huyện Chương Mỹ,Huyen Chuong My,Xa,7.465,1.609,"12,010","3,084",689,"2,395","5,917",1667,3559,691,"6,093","1,498","3,190","1,405","1,069",632,338,184
1,Thành phố Hà Nội,277,10087,Xã Mỹ Lương,Xa My Luong,Huyện Chương Mỹ,Huyen Chuong My,Xa,5.306,1.573,"8,347","2,139",453,"1,686","4,144",1225,2506,413,"4,203","1,182","2,217",804,765,433,244,60
1,Thành phố Hà Nội,277,10090,Xã Thượng Vực,Xa Thuong Vuc,Huyện Chương Mỹ,Huyen Chuong My,Xa,13.731,0.495,"6,803","1,698",368,"1,330","3,418",1016,2073,329,"3,385",920,"1,737",728,665,317,157,73
1,Thành phố Hà Nội,277,10093,Xã Hồng Phong,Xa Hong Phong,Huyện Chương Mỹ,Huyen Chuong My,Xa,13.116,0.35,"4,588","1,121",217,904,"2,293",703,1368,222,"2,295",624,"1,160",511,443,252,133,14
1,Thành phố Hà Nội,277,10096,Xã Đồng Phú,Xa Dong Phu,Huyện Chương Mỹ,Huyen Chuong My,Xa,16.097,0.383,"6,163","1,585",388,"1,197","3,044",942,1842,260,"3,119",848,"1,622",649,600,391,194,25
1,Thành phố Hà Nội,277,10099,Xã Trần Phú,Xa Tran Phu,Huyện Chương Mỹ,Huyen Chuong My,Xa,12.869,0.742,"9,550","2,446",562,"1,884","4,757",1406,2865,486,"4,793","1,276","2,522",995,951,522,277,63
1,Thành phố Hà Nội,277,10102,Xã Văn Võ,Xa Van Vo,Huyện Chương Mỹ,Huyen Chuong My,Xa,5.607,1.612,"9,036","2,136",366,"1,770","4,584",1346,2844,394,"4,452","1,163","2,378",911,861,517,247,152
1,Thành phố Hà Nội,277,10105,Xã Đồng Lạc,Xa Dong Lac,Huyện Chương Mỹ,Huyen Chuong My,Xa,7.125,0.765,"5,449","1,469",380,"1,089","2,713",841,1565,307,"2,736",701,"1,369",666,521,321,198,28
1,Thành phố Hà Nội,277,10108,Xã Hòa Chính,Xa Hoa Chinh,Huyện Chương Mỹ,Huyen Chuong My,Xa,16.131,0.442,"7,127","1,762",327,"1,435","3,585",1007,2194,384,"3,542",905,"1,893",744,662,368,231,95
1,Thành phố Hà Nội,277,10111,Xã Phú Nam An,Xa Phu Nam An,Huyện Chương Mỹ,Huyen Chuong My,Xa,5.112,0.91,"4,650","1,340",429,911,"2,287",618,1367,302,"2,363",565,"1,210",588,410,239,138,99
1,Thành phố Hà Nội,278,10114,Thị trấn Kim Bài,Thi tran Kim Bai,Huyện Thanh Oai,Huyen Thanh Oai,Thi tran,4.323,1.635,"7,069","2,041",602,"1,439","3,548",967,2107,474,"3,521",805,"1,904",812,606,448,241,199
1,Thành phố Hà Nội,278,10120,Xã Cự Khê,Xa Cu Khe,Huyện Thanh Oai,Huyen Thanh Oai,Xa,5.791,2.851,"16,508","5,154","1,513","3,641","8,394",2709,5230,455,"8,114","2,411","4,820",883,"1,526",545,267,384
1,Thành phố Hà Nội,278,10126,Xã Bích Hòa,Xa Bich Hoa,Huyện Thanh Oai,Huyen Thanh Oai,Xa,5.12,2.248,"11,511","3,315","1,038","2,277","5,869",1680,3694,495,"5,642","1,495","3,222",925,"1,167",681,359,214
1,Thành phố Hà Nội,278,10129,Xã Mỹ Hưng,Xa My Hung,Huyện Thanh Oai,Huyen Thanh Oai,Xa,6.33,1.126,"7,126","1,931",443,"1,488","3,634",1063,2227,344,"3,492",873,"1,945",674,689,464,274,186
1,Thành phố Hà Nội,278,10132,Xã Cao Viên,Xa Cao Vien,Huyện Thanh Oai,Huyen Thanh Oai,Xa,7.19,2.744,"19,726","5,451","1,331","4,120","9,921",2886,5978,1057,"9,805","2,547","5,282","1,976","1,887","1,132",542,434
1,Thành phố Hà Nội,278,10135,Xã Bình Minh,Xa Binh Minh,Huyện Thanh Oai,Huyen Thanh Oai,Xa,6.736,2.143,"14,435","3,918",914,"3,004","7,311",2033,4462,816,"7,124","1,695","3,843","1,586","1,337",712,449,372
1,Thành phố Hà Nội,278,10138,Xã Tam Hưng,Xa Tam Hung,Huyện Thanh Oai,Huyen Thanh Oai,Xa,11.058,1.09,"12,051","3,548","1,120","2,428","6,019",1610,3571,838,"6,032","1,392","3,160","1,480","1,147",626,417,337
1,Thành phố Hà Nội,278,10141,Xã Thanh Cao,Xa Thanh Cao,Huyện Thanh Oai,Huyen Thanh Oai,Xa,4.639,2.302,"10,681","2,886",674,"2,212","5,440",1508,3320,612,"5,241","1,213","2,854","1,174",943,609,283,224
1,Thành phố Hà Nội,278,10144,Xã Thanh Thùy,Xa Thanh Thuy,Huyện Thanh Oai,Huyen Thanh Oai,Xa,5.309,1.607,"8,531","2,263",566,"1,697","4,382",1397,2616,369,"4,149","1,208","2,250",691,892,555,288,147
1,Thành phố Hà Nội,278,10147,Xã Thanh Mai,Xa Thanh Mai,Huyện Thanh Oai,Huyen Thanh Oai,Xa,5.498,2.011,"11,056","3,144",799,"2,345","5,432",1486,3341,605,"5,624","1,390","3,060","1,174",996,592,324,234
1,Thành phố Hà Nội,278,10150,Xã Thanh Văn,Xa Thanh Van,Huyện Thanh Oai,Huyen Thanh Oai,Xa,6.649,1.001,"6,656","1,854",521,"1,333","3,330",964,2021,345,"3,326",816,"1,777",733,656,328,168,158
1,Thành phố Hà Nội,278,10153,Xã Đỗ Động,Xa Do Dong,Huyện Thanh Oai,Huyen Thanh Oai,Xa,6.329,1.016,"6,432","1,850",486,"1,364","3,236",851,1999,386,"3,196",759,"1,737",700,554,333,214,162
1,Thành phố Hà Nội,278,10156,Xã Kim An,Xa Kim An,Huyện Thanh Oai,Huyen Thanh Oai,Xa,3.111,1.156,"3,597","1,010",291,719,"1,751",455,1082,214,"1,846",417,969,460,309,194,107,41
1,Thành phố Hà Nội,278,10159,Xã Kim Thư,Xa Kim Thu,Huyện Thanh Oai,Huyen Thanh Oai,Xa,3.005,1.991,"5,984","1,666",465,"1,201","2,982",847,1778,357,"3,002",722,"1,601",679,567,321,188,141
1,Thành phố Hà Nội,278,10162,Xã Phương Trung,Xa Phuong Trung,Huyện Thanh Oai,Huyen Thanh Oai,Xa,4.817,3.41,"16,424","4,718","1,370","3,348","8,247",2374,4845,1028,"8,177","2,088","4,343","1,746","1,536","1,040",589,284
1,Thành phố Hà Nội,278,10165,Xã Tân Ước,Xa Tan Uoc,Huyện Thanh Oai,Huyen Thanh Oai,Xa,8.702,0.899,"7,826","2,338",807,"1,531","3,883",943,2406,534,"3,943",833,"2,094","1,016",687,347,260,133
1,Thành phố Hà Nội,278,10168,Xã Dân Hòa,Xa Dan Hoa,Huyện Thanh Oai,Huyen Thanh Oai,Xa,5.171,1.648,"8,522","2,628",948,"1,680","4,305",1286,2483,536,"4,217","1,037","2,202",978,889,528,318,82
1,Thành phố Hà Nội,278,10171,Xã Liên Châu,Xa Lien Chau,Huyện Thanh Oai,Huyen Thanh Oai,Xa,6.187,1.294,"8,008","2,207",631,"1,576","4,028",1222,2426,380,"3,980","1,088","2,123",769,826,481,202,105
1,Thành phố Hà Nội,278,10174,Xã Cao Dương,Xa Cao Duong,Huyện Thanh Oai,Huyen Thanh Oai,Xa,4.457,2.456,"10,947","2,980",795,"2,185","5,522",1634,3305,583,"5,425","1,436","2,870","1,119","1,086",654,284,142
1,Thành phố Hà Nội,278,10177,Xã Xuân Dương,Xa Xuan Duong,Huyện Thanh Oai,Huyen Thanh Oai,Xa,3.568,1.652,"5,895","1,709",530,"1,179","2,989",857,1805,327,"2,906",758,"1,536",612,579,325,159,109
1,Thành phố Hà Nội,278,10180,Xã Hồng Dương,Xa Hong Duong,Huyện Thanh Oai,Huyen Thanh Oai,Xa,9.879,1.219,"12,044","3,360",978,"2,382","5,962",1690,3600,672,"6,082","1,519","3,224","1,339","1,096",779,426,286
1,Thành phố Hà Nội,279,10183,Thị trấn Thường Tín,Thi tran Thuong Tin,Huyện Thường Tín,Huyen Thuong Tin,Thi tran,0.786,7.857,"6,178","1,492",275,"1,217","3,015",794,1885,336,"3,163",657,"1,914",592,566,316,219,653
1,Thành phố Hà Nội,279,10186,Xã Ninh Sở,Xa Ninh So,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.859,2.049,"9,956","2,719",670,"2,049","4,856",1276,2984,596,"5,100","1,286","2,671","1,143",947,548,371,191
1,Thành phố Hà Nội,279,10189,Xã Nhị Khê,Xa Nhi Khe,Huyện Thường Tín,Huyen Thuong Tin,Xa,2.797,2.77,"7,750","2,070",500,"1,570","3,815",1094,2254,467,"3,935","1,028","2,074",833,796,462,250,201
1,Thành phố Hà Nội,279,10192,Xã Duyên Thái,Xa Duyen Thai,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.023,2.992,"12,037","3,391",858,"2,533","6,044",1749,3569,726,"5,993","1,543","3,129","1,321","1,209",713,423,314
1,Thành phố Hà Nội,279,10195,Xã Khánh Hà,Xa Khanh Ha,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.759,2.506,"11,925","3,193",796,"2,397","5,968",1769,3613,586,"5,957","1,624","3,233","1,100","1,283",762,341,223
1,Thành phố Hà Nội,279,10198,Xã Hòa Bình,Xa Hoa Binh,Huyện Thường Tín,Huyen Thuong Tin,Xa,3.908,1.856,"7,254","1,922",491,"1,431","3,633",984,2264,385,"3,621",855,"1,978",788,652,439,278,284
1,Thành phố Hà Nội,279,10201,Xã Văn Bình,Xa Van Binh,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.18,2.216,"11,478","3,553","1,170","2,383","5,713",1666,3347,700,"5,765","1,469","3,068","1,228","1,169",682,383,282
1,Thành phố Hà Nội,279,10204,Xã Hiền Giang,Xa Hien Giang,Huyện Thường Tín,Huyen Thuong Tin,Xa,3.242,1.485,"4,815","1,286",299,987,"2,451",674,1511,266,"2,364",526,"1,317",521,387,255,158,106
1,Thành phố Hà Nội,279,10207,Xã Hồng Vân,Xa Hong Van,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.516,1.382,"6,241","1,960",657,"1,303","3,065",902,1860,303,"3,176",846,"1,738",592,619,425,215,119
1,Thành phố Hà Nội,279,10210,Xã Vân Tảo,Xa Van Tao,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.126,2.208,"11,318","3,001",692,"2,309","5,612",1516,3540,556,"5,706","1,402","3,186","1,118","1,066",674,361,288
1,Thành phố Hà Nội,279,10213,Xã Liên Phương,Xa Lien Phuong,Huyện Thường Tín,Huyen Thuong Tin,Xa,2.702,3.178,"8,588","2,352",523,"1,829","4,370",1186,2752,432,"4,218",996,"2,399",823,805,502,340,154
1,Thành phố Hà Nội,279,10216,Xã Văn Phú,Xa Van Phu,Huyện Thường Tín,Huyen Thuong Tin,Xa,3.229,2.525,"8,151","2,203",513,"1,690","4,095",1209,2517,369,"4,056","1,001","2,312",743,796,453,279,226
1,Thành phố Hà Nội,279,10219,Xã Tự Nhiên,Xa Tu Nhien,Huyện Thường Tín,Huyen Thuong Tin,Xa,6.406,1.503,"9,629","2,629",639,"1,990","4,745",1292,2809,644,"4,884","1,141","2,530","1,213",926,521,283,207
1,Thành phố Hà Nội,279,10222,Xã Tiền Phong,Xa Tien Phong,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.822,2.128,"10,264","2,966",905,"2,061","5,118",1532,3102,484,"5,146","1,417","2,781",948,"1,133",655,306,134
1,Thành phố Hà Nội,279,10225,Xã Hà Hồi,Xa Ha Hoi,Huyện Thường Tín,Huyen Thuong Tin,Xa,3.984,2.665,"10,618","2,977",827,"2,150","5,192",1421,3103,668,"5,426","1,296","2,875","1,255",964,531,330,313
1,Thành phố Hà Nội,279,10228,Xã Thư Phú,Xa Thu Phu,Huyện Thường Tín,Huyen Thuong Tin,Xa,2.496,2.599,"6,486","1,799",531,"1,268","3,188",966,1902,320,"3,298",888,"1,721",689,679,403,151,81
1,Thành phố Hà Nội,279,10231,Xã Nguyễn Trãi,Xa Nguyen Trai,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.974,1.63,"9,739","2,963",982,"1,981","4,898",1388,2962,548,"4,841","1,188","2,603","1,050",919,582,368,197
1,Thành phố Hà Nội,279,10234,Xã Quất Động,Xa Quat Dong,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.848,1.739,"8,432","2,413",695,"1,718","4,232",1151,2582,499,"4,200",986,"2,277",937,766,487,310,194
1,Thành phố Hà Nội,279,10237,Xã Chương Dương,Xa Chuong Duong,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.198,1.287,"5,403","1,537",450,"1,087","2,681",778,1594,309,"2,722",672,"1,406",644,528,313,145,89
1,Thành phố Hà Nội,279,10240,Xã Tân Minh,Xa Tan Minh,Huyện Thường Tín,Huyen Thuong Tin,Xa,6.178,1.498,"9,255","2,577",687,"1,890","4,615",1333,2754,528,"4,640","1,143","2,488","1,009",900,526,323,203
1,Thành phố Hà Nội,279,10243,Xã Lê Lợi,Xa Le Loi,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.06,1.606,"8,125","2,065",474,"1,591","4,087",1201,2491,395,"4,038","1,035","2,175",828,760,567,276,121
1,Thành phố Hà Nội,279,10246,Xã Thắng Lợi,Xa Thang Loi,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.999,1.599,"9,592","2,673",741,"1,932","4,777",1267,2886,624,"4,815","1,114","2,568","1,133",805,576,331,227
1,Thành phố Hà Nội,279,10249,Xã Dũng Tiến,Xa Dung Tien,Huyện Thường Tín,Huyen Thuong Tin,Xa,6.217,1.378,"8,568","2,618",885,"1,733","4,309",1136,2696,477,"4,259",966,"2,298",995,731,468,289,197
1,Thành phố Hà Nội,279,10252,Xã Thống Nhất,Xa Thong Nhat,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.925,1.47,"7,238","2,087",616,"1,471","3,613",1003,2167,443,"3,625",917,"1,847",861,680,460,212,80
1,Thành phố Hà Nội,279,10255,Xã Nghiêm Xuyên,Xa Nghiem Xuyen,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.711,1.072,"6,125","1,897",631,"1,266","3,044",804,1845,395,"3,081",676,"1,624",781,507,338,177,175
1,Thành phố Hà Nội,279,10258,Xã Tô Hiệu,Xa To Hieu,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.536,2.237,"12,383","3,655","1,082","2,573","6,133",1716,3728,689,"6,250","1,512","3,416","1,322","1,114",730,438,305
1,Thành phố Hà Nội,279,10261,Xã Văn Tự,Xa Van Tu,Huyện Thường Tín,Huyen Thuong Tin,Xa,5.171,1.838,"9,502","2,845",876,"1,969","4,683",1362,2861,460,"4,819","1,203","2,628",988,918,681,337,193
1,Thành phố Hà Nội,279,10264,Xã Vạn Điểm,Xa Van Diem,Huyện Thường Tín,Huyen Thuong Tin,Xa,3.059,2.654,"8,117","2,310",649,"1,661","4,087",1217,2419,451,"4,030","1,006","2,219",805,835,576,339,197
1,Thành phố Hà Nội,279,10267,Xã Minh Cường,Xa Minh Cuong,Huyện Thường Tín,Huyen Thuong Tin,Xa,4.699,2.029,"9,535","2,812",877,"1,935","4,833",1241,3001,591,"4,702","1,066","2,543","1,093",829,582,380,224
