province_code,province_name_vi,district_code,commune_code,commune_name_vi,commune_name_en,district_name_vi,district_name_en,commune_type,area,pop_density,population,total_household,hh1_2,hh_2+,total_male,m0_14,m15_60,m60+,total_female,f0_14,f15_55,f55+,edu_primary,edu_secondary,edu_high_school,edu_higher
1,Thành phố Hà Nội,271,9619,Thị trấn Tây Đằng,Thi tran Tay Dang,Huyện Ba Vì,Huyen Ba Vi,Thi tran,12.082,1.29,"15,582","3,858",790,"3,068","7,833",2453,4530,850,"7,749","2,035","3,991","1,723","1,654",923,486,121
1,Thành phố Hà Nội,271,9625,Xã Phú Cường,Xa Phu Cuong,Huyện Ba Vì,Huyen Ba Vi,Xa,9.271,0.568,"5,268","1,543",526,"1,017","2,667",668,1569,430,"2,601",526,"1,300",775,444,223,190,60
1,Thành phố Hà Nội,271,9628,Xã Cổ Đô,Xa Co Do,Huyện Ba Vì,Huyen Ba Vi,Xa,8.602,0.955,"8,211","2,067",462,"1,605","4,139",1006,2613,520,"4,072",841,"2,130","1,101",679,422,245,166
1,Thành phố Hà Nội,271,9631,Xã Tản Hồng,Xa Tan Hong,Huyện Ba Vì,Huyen Ba Vi,Xa,8.914,1.393,"12,417","3,303",900,"2,403","6,122",1551,3681,890,"6,295","1,363","3,182","1,750","1,049",634,388,265
1,Thành phố Hà Nội,271,9634,Xã Vạn Thắng,Xa Van Thang,Huyện Ba Vì,Huyen Ba Vi,Xa,9.994,1.546,"15,446","4,047","1,028","3,019","7,686",2332,4607,747,"7,760","2,252","3,947","1,561","1,571","1,003",539,131
1,Thành phố Hà Nội,271,9637,Xã Châu Sơn,Xa Chau Son,Huyện Ba Vì,Huyen Ba Vi,Xa,3.592,1.298,"4,661","1,259",314,945,"2,353",584,1444,325,"2,308",511,"1,231",566,418,201,138,45
1,Thành phố Hà Nội,271,9640,Xã Phong Vân,Xa Phong Van,Huyện Ba Vì,Huyen Ba Vi,Xa,4.818,1.429,"6,887","1,831",460,"1,371","3,448",944,2082,422,"3,439",747,"1,836",856,584,379,222,187
1,Thành phố Hà Nội,271,9643,Xã Phú Đông,Xa Phu Dong,Huyện Ba Vì,Huyen Ba Vi,Xa,3.606,1.417,"5,109","1,349",345,"1,004","2,490",669,1515,306,"2,619",682,"1,300",637,502,269,198,27
1,Thành phố Hà Nội,271,9646,Xã Phú Phương,Xa Phu Phuong,Huyện Ba Vì,Huyen Ba Vi,Xa,4.355,1.355,"5,901","1,509",380,"1,129","2,970",729,1832,409,"2,931",636,"1,528",767,420,320,217,108
1,Thành phố Hà Nội,271,9649,Xã Phú Châu,Xa Phu Chau,Huyện Ba Vì,Huyen Ba Vi,Xa,9.914,1.103,"10,938","2,829",625,"2,204","5,554",1453,3425,676,"5,384","1,249","2,802","1,333",988,536,353,145
1,Thành phố Hà Nội,271,9652,Xã Thái Hòa,Xa Thai Hoa,Huyện Ba Vì,Huyen Ba Vi,Xa,5.634,1.572,"8,855","2,302",541,"1,761","4,394",1242,2699,453,"4,461","1,052","2,368","1,041",791,427,251,142
1,Thành phố Hà Nội,271,9655,Xã Đồng Thái,Xa Dong Thai,Huyện Ba Vì,Huyen Ba Vi,Xa,8.243,1.53,"12,609","2,870",469,"2,401","6,263",1892,3797,574,"6,346","1,798","3,311","1,237","1,342",721,424,110
1,Thành phố Hà Nội,271,9658,Xã Phú Sơn,Xa Phu Son,Huyện Ba Vì,Huyen Ba Vi,Xa,13.744,0.711,"9,769","2,457",598,"1,859","4,869",1334,3086,449,"4,900","1,199","2,643","1,058",875,544,354,88
1,Thành phố Hà Nội,271,9661,Xã Minh Châu,Xa Minh Chau,Huyện Ba Vì,Huyen Ba Vi,Xa,5.633,1.043,"5,873","1,262",182,"1,080","2,859",884,1669,306,"3,014",788,"1,506",720,596,448,234,19
1,Thành phố Hà Nội,271,9664,Xã Vật Lại,Xa Vat Lai,Huyện Ba Vì,Huyen Ba Vi,Xa,14.431,0.965,"13,932","2,969",384,"2,585","6,976",2253,4132,591,"6,956","1,988","3,606","1,362","1,559",927,438,87
1,Thành phố Hà Nội,271,9667,Xã Chu Minh,Xa Chu Minh,Huyện Ba Vì,Huyen Ba Vi,Xa,5.065,1.568,"7,940","1,756",245,"1,511","3,996",1190,2369,437,"3,944","1,014","2,040",890,852,443,242,72
1,Thành phố Hà Nội,271,9670,Xã Tòng Bạt,Xa Tong Bat,Huyện Ba Vì,Huyen Ba Vi,Xa,8.242,1.219,"10,048","2,235",328,"1,907","5,046",1355,3093,598,"5,002","1,176","2,672","1,154",909,549,361,111
1,Thành phố Hà Nội,271,9673,Xã Cẩm Lĩnh,Xa Cam Linh,Huyện Ba Vì,Huyen Ba Vi,Xa,26.622,0.444,"11,809","3,156",810,"2,346","5,910",1854,3426,630,"5,899","1,585","3,002","1,312","1,165",763,353,117
1,Thành phố Hà Nội,271,9676,Xã Sơn Đà,Xa Son Da,Huyện Ba Vì,Huyen Ba Vi,Xa,12.094,0.768,"9,289","2,196",406,"1,790","4,650",1203,2867,580,"4,639","1,013","2,510","1,116",799,518,307,130
1,Thành phố Hà Nội,271,9679,Xã Đông Quang,Xa Dong Quang,Huyện Ba Vì,Huyen Ba Vi,Xa,3.82,1.358,"5,186","1,242",213,"1,029","2,580",712,1575,293,"2,606",682,"1,332",592,490,258,160,45
1,Thành phố Hà Nội,271,9682,Xã Tiên Phong,Xa Tien Phong,Huyện Ba Vì,Huyen Ba Vi,Xa,8.759,0.925,"8,103","2,182",545,"1,637","4,072",1220,2465,387,"4,031",988,"2,154",889,849,420,232,138
1,Thành phố Hà Nội,271,9685,Xã Thụy An,Xa Thuy An,Huyện Ba Vì,Huyen Ba Vi,Xa,16.478,0.587,"9,671","2,217",472,"1,745","4,878",1400,2958,520,"4,793","1,293","2,499","1,001","1,018",615,306,98
1,Thành phố Hà Nội,271,9688,Xã Cam Thượng,Xa Cam Thuong,Huyện Ba Vì,Huyen Ba Vi,Xa,8.274,0.884,"7,312","1,787",356,"1,431","3,599",1017,2159,423,"3,713",922,"1,902",889,699,396,225,59
1,Thành phố Hà Nội,271,9691,Xã Thuần Mỹ,Xa Thuan My,Huyện Ba Vì,Huyen Ba Vi,Xa,12.406,0.495,"6,139","1,439",249,"1,190","3,088",762,1994,332,"3,051",630,"1,709",712,472,291,180,59
1,Thành phố Hà Nội,271,9694,Xã Tản Lĩnh,Xa Tan Linh,Huyện Ba Vì,Huyen Ba Vi,Xa,27.742,0.55,"15,269","3,925",865,"3,060","7,565",2221,4532,812,"7,704","1,953","4,116","1,635","1,563",992,507,158
1,Thành phố Hà Nội,271,9697,Xã Ba Trại,Xa Ba Trai,Huyện Ba Vì,Huyen Ba Vi,Xa,20.173,0.722,"14,558","3,446",636,"2,810","7,151",2048,4373,730,"7,407","1,934","4,003","1,470","1,351","1,141",817,95
1,Thành phố Hà Nội,271,9700,Xã Minh Quang,Xa Minh Quang,Huyện Ba Vì,Huyen Ba Vi,Xa,27.909,0.453,"12,635","3,057",507,"2,550","6,350",1623,4037,690,"6,285","1,433","3,483","1,369","1,120",711,410,122
1,Thành phố Hà Nội,271,9703,Xã Ba Vì,Xa Ba Vi,Huyện Ba Vì,Huyen Ba Vi,Xa,25.407,0.09,"2,279",522,46,476,"1,167",308,802,57,"1,112",284,656,172,229,138,83,11
1,Thành phố Hà Nội,271,9706,Xã Vân Hòa,Xa Van Hoa,Huyện Ba Vì,Huyen Ba Vi,Xa,32.914,0.353,"11,618","2,998",614,"2,384","5,886",1684,3730,472,"5,732","1,470","3,189","1,073","1,167",822,371,95
1,Thành phố Hà Nội,271,9709,Xã Yên Bài,Xa Yen Bai,Huyện Ba Vì,Huyen Ba Vi,Xa,35.419,0.25,"8,846","1,975",352,"1,623","4,741",1203,3213,325,"4,105","1,088","2,317",700,825,509,304,77
1,Thành phố Hà Nội,271,9712,Xã Khánh Thượng,Xa Khanh Thuong,Huyện Ba Vì,Huyen Ba Vi,Xa,28.848,0.292,"8,420","1,999",296,"1,703","4,227",1103,2731,393,"4,193",969,"2,369",855,744,445,237,86
1,Thành phố Hà Nội,272,9715,Thị trấn Phúc Thọ,Thi tran Phuc Tho,Huyện Phúc Thọ,Huyen Phuc Tho,Thi tran,3.738,2.333,"8,720","2,248",477,"1,771","4,346",1271,2578,497,"4,374","1,074","2,362",938,855,560,338,201
1,Thành phố Hà Nội,272,9718,Xã Vân Hà,Xa Van Ha,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,5.231,0.405,"2,118",494,83,411,"1,057",278,641,138,"1,061",287,539,235,188,124,67,20
1,Thành phố Hà Nội,272,9721,Xã Vân Phúc,Xa Van Phuc,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,6.335,0.997,"6,314","1,624",401,"1,223","3,155",886,1840,429,"3,159",694,"1,680",785,594,337,244,89
1,Thành phố Hà Nội,272,9724,Xã Vân Nam,Xa Van Nam,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,5.248,1.238,"6,495","1,640",376,"1,264","3,265",857,1934,474,"3,230",672,"1,703",855,522,316,197,71
1,Thành phố Hà Nội,272,9727,Xã Xuân Phú,Xa Xuan Phu,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.902,1.169,"5,732","1,533",403,"1,130","2,828",752,1686,390,"2,904",686,"1,446",772,523,304,194,49
1,Thành phố Hà Nội,272,9730,Xã Phương Độ,Xa Phuong Do,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.26,0.401,"1,710",442,110,332,840,263,451,126,870,227,412,231,183,96,50,10
1,Thành phố Hà Nội,272,9733,Xã Sen Chiểu,Xa Sen Chieu,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,2.339,4.294,"10,042","2,763",739,"2,024","5,056",1454,3032,570,"4,986","1,257","2,627","1,102",980,655,320,119
1,Thành phố Hà Nội,272,9736,Xã Cẩm Đình,Xa Cam Dinh,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,5.551,0.555,"3,080",885,272,613,"1,475",379,857,239,"1,605",381,797,427,270,170,107,75
1,Thành phố Hà Nội,272,9739,Xã Võng Xuyên,Xa Vong Xuyen,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,7.478,2.284,"17,082","4,232",866,"3,366","8,507",2374,5258,875,"8,575","2,134","4,586","1,855","1,593","1,081",650,218
1,Thành phố Hà Nội,272,9742,Xã Thọ Lộc,Xa Tho Loc,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,6.761,1.302,"8,804","2,008",432,"1,576","4,266",1138,2690,438,"4,538",943,"2,736",859,775,516,"1,284",88
1,Thành phố Hà Nội,272,9745,Xã Long Xuyên,Xa Long Xuyen,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,3.259,2.567,"8,366","2,310",635,"1,675","4,160",1225,2437,498,"4,206","1,052","2,129","1,025",847,511,238,80
1,Thành phố Hà Nội,272,9748,Xã Thượng Cốc,Xa Thuong Coc,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.362,1.256,"5,477","1,270",201,"1,069","2,738",707,1733,298,"2,739",658,"1,463",618,501,329,192,101
1,Thành phố Hà Nội,272,9751,Xã Hát Môn,Xa Hat Mon,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,3.804,1.964,"7,470","1,893",456,"1,437","3,683",1065,2104,514,"3,787",937,"1,896",954,725,463,273,23
1,Thành phố Hà Nội,272,9754,Xã Tích Giang,Xa Tich Giang,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,6.203,1.386,"8,600","2,284",546,"1,738","4,195",1062,2552,581,"4,405","1,005","2,263","1,137",734,492,313,84
1,Thành phố Hà Nội,272,9757,Xã Thanh Đa,Xa Thanh Da,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.152,1.753,"7,280","1,840",342,"1,498","3,622",974,2228,420,"3,658",895,"1,977",786,653,448,234,165
1,Thành phố Hà Nội,272,9760,Xã Trạch Mỹ Lộc,Xa Trach My Loc,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,6.585,1.085,"7,143","1,794",373,"1,421","3,627",1069,2167,391,"3,516",822,"1,849",845,718,417,226,104
1,Thành phố Hà Nội,272,9763,Xã Phúc Hòa,Xa Phuc Hoa,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.465,1.536,"6,856","1,797",440,"1,357","3,379",902,2115,362,"3,477",805,"1,858",814,585,433,283,201
1,Thành phố Hà Nội,272,9766,Xã Ngọc Tảo,Xa Ngoc Tao,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,5.484,1.569,"8,601","2,267",526,"1,741","4,264",1220,2523,521,"4,337","1,059","2,230","1,048",826,581,261,192
1,Thành phố Hà Nội,272,9769,Xã Phụng Thượng,Xa Phung Thuong,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.943,2.852,"14,099","3,901",961,"2,940","7,025",1818,4397,810,"7,074","1,554","4,012","1,508","1,150",970,544,417
1,Thành phố Hà Nội,272,9772,Xã Tam Thuấn,Xa Tam Thuan,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,6.258,1.051,"6,578","1,674",316,"1,358","3,276",891,2007,378,"3,302",838,"1,756",708,614,357,192,145
1,Thành phố Hà Nội,272,9775,Xã Tam Hiệp,Xa Tam Hiep,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,5.649,2.178,"12,306","3,204",755,"2,449","6,084",1867,3579,638,"6,222","1,662","3,250","1,310","1,245",846,388,240
1,Thành phố Hà Nội,272,9778,Xã Hiệp Thuận,Xa Hiep Thuan,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,7.361,1.45,"10,673","2,766",571,"2,195","5,282",1405,3347,530,"5,391","1,297","2,918","1,176",997,649,354,280
1,Thành phố Hà Nội,272,9781,Xã Liên Hiệp,Xa Lien Hiep,Huyện Phúc Thọ,Huyen Phuc Tho,Xa,4.265,2.457,"10,478","2,570",385,"2,185","5,331",1534,3270,527,"5,147","1,289","2,858","1,000",971,754,331,100
1,Thành phố Hà Nội,273,9784,Thị trấn Phùng,Thi tran Phung,Huyện Đan Phượng,Huyen Dan Phuong,Thi tran,2.634,4.026,"10,605","2,646",515,"2,131","5,247",1437,3180,630,"5,358","1,157","2,984","1,217",930,589,374,370
1,Thành phố Hà Nội,273,9787,Xã Trung Châu,Xa Trung Chau,Huyện Đan Phượng,Huyen Dan Phuong,Xa,8.076,1.109,"8,959","2,061",315,"1,746","4,514",1317,2702,495,"4,445","1,098","2,404",943,823,566,265,158
1,Thành phố Hà Nội,273,9790,Xã Thọ An,Xa Tho An,Huyện Đan Phượng,Huyen Dan Phuong,Xa,5.591,2.067,"11,558","2,609",338,"2,271","5,765",1576,3537,652,"5,793","1,446","3,153","1,194","1,045",687,372,289
1,Thành phố Hà Nội,273,9793,Xã Thọ Xuân,Xa Tho Xuan,Huyện Đan Phượng,Huyen Dan Phuong,Xa,4.474,2.363,"10,570","2,430",361,"2,069","5,283",1414,3267,602,"5,287","1,297","2,905","1,085","1,048",714,425,309
1,Thành phố Hà Nội,273,9796,Xã Hồng Hà,Xa Hong Ha,Huyện Đan Phượng,Huyen Dan Phuong,Xa,9.864,1.27,"12,525","3,056",524,"2,532","6,306",1702,3902,702,"6,219","1,477","3,384","1,358","1,110",823,503,311
1,Thành phố Hà Nội,273,9799,Xã Liên Hồng,Xa Lien Hong,Huyện Đan Phượng,Huyen Dan Phuong,Xa,5.275,1.501,"7,918","2,190",553,"1,637","3,989",1153,2374,462,"3,929",970,"2,106",853,734,512,281,157
1,Thành phố Hà Nội,273,9802,Xã Liên Hà,Xa Lien Ha,Huyện Đan Phượng,Huyen Dan Phuong,Xa,3.482,2.57,"8,951","2,208",417,"1,791","4,474",1332,2693,449,"4,477","1,161","2,471",845,880,661,363,279
1,Thành phố Hà Nội,273,9805,Xã Hạ Mỗ,Xa Ha Mo,Huyện Đan Phượng,Huyen Dan Phuong,Xa,3.771,2.328,"8,777","2,375",610,"1,765","4,252",1105,2627,520,"4,525","1,082","2,412","1,031",754,553,315,247
1,Thành phố Hà Nội,273,9808,Xã Liên Trung,Xa Lien Trung,Huyện Đan Phượng,Huyen Dan Phuong,Xa,4.647,1.743,"8,100","2,150",486,"1,664","4,092",1172,2454,466,"4,008","1,007","2,160",841,807,577,350,216
1,Thành phố Hà Nội,273,9811,Xã Phương Đình,Xa Phuong Dinh,Huyện Đan Phượng,Huyen Dan Phuong,Xa,6.255,2.032,"12,707","2,932",392,"2,540","6,406",1699,4007,700,"6,301","1,418","3,480","1,403","1,123",702,472,256
1,Thành phố Hà Nội,273,9814,Xã Thượng Mỗ,Xa Thuong Mo,Huyện Đan Phượng,Huyen Dan Phuong,Xa,3.544,2.629,"9,319","2,189",360,"1,829","4,657",1339,2872,446,"4,662","1,198","2,606",858,884,651,358,162
1,Thành phố Hà Nội,273,9817,Xã Tân Hội,Xa Tan Hoi,Huyện Đan Phượng,Huyen Dan Phuong,Xa,5.547,3.455,"19,164","5,478","1,492","3,986","9,720",2431,6077,1212,"9,444","2,008","5,353","2,083","1,700","1,022",668,608
1,Thành phố Hà Nội,273,9820,Xã Tân Lập,Xa Tan Lap,Huyện Đan Phượng,Huyen Dan Phuong,Xa,5.72,3.971,"22,711","6,604","1,873","4,731","11,381",3401,6845,1135,"11,330","2,812","6,417","2,101","2,187","1,212",730,1317
1,Thành phố Hà Nội,273,9823,Xã Đan Phượng,Xa Dan Phuong,Huyện Đan Phượng,Huyen Dan Phuong,Xa,3.807,2.423,"9,224","2,486",653,"1,833","4,616",1263,2795,558,"4,608","1,048","2,505","1,055",891,527,311,291
1,Thành phố Hà Nội,273,9826,Xã Đồng Tháp,Xa Dong Thap,Huyện Đan Phượng,Huyen Dan Phuong,Xa,2.767,3.004,"8,313","1,966",310,"1,656","4,190",1140,2571,479,"4,123",989,"2,241",893,750,451,300,166
1,Thành phố Hà Nội,273,9829,Xã Song Phượng,Xa Song Phuong,Huyện Đan Phượng,Huyen Dan Phuong,Xa,2.551,1.999,"5,100","1,246",223,"1,023","2,502",736,1471,295,"2,598",587,"1,424",587,454,283,176,157
1,Thành phố Hà Nội,274,9832,Thị trấn Trạm Trôi,Thi tran Tram Troi,Huyện Hoài Đức,Huyen Hoai Duc,Thi tran,1.224,5.079,"6,217","1,565",278,"1,287","3,051",878,1855,318,"3,166",788,"1,776",602,624,362,203,245
1,Thành phố Hà Nội,274,9835,Xã Đức Thượng,Xa Duc Thuong,Huyện Hoài Đức,Huyen Hoai Duc,Xa,5.135,2.899,"14,884","3,820",741,"3,079","7,456",2266,4541,649,"7,428","1,917","4,202","1,309","1,491",836,467,385
1,Thành phố Hà Nội,274,9838,Xã Minh Khai,Xa Minh Khai,Huyện Hoài Đức,Huyen Hoai Duc,Xa,1.935,3.163,"6,120","1,461",222,"1,239","3,039",844,1867,328,"3,081",747,"1,694",640,549,389,238,159
1,Thành phố Hà Nội,274,9841,Xã Dương Liễu,Xa Duong Lieu,Huyện Hoài Đức,Huyen Hoai Duc,Xa,4.319,3.088,"13,339","3,143",470,"2,673","6,625",1742,4114,769,"6,714","1,556","3,637","1,521","1,102",715,444,329
1,Thành phố Hà Nội,274,9844,Xã Di Trạch,Xa Di Trach,Huyện Hoài Đức,Huyen Hoai Duc,Xa,2.823,3.761,"10,618","3,204","1,171","2,033","5,584",1471,3681,432,"5,034","1,324","2,852",858,977,465,226,620
1,Thành phố Hà Nội,274,9847,Xã Đức Giang,Xa Duc Giang,Huyện Hoài Đức,Huyen Hoai Duc,Xa,3.284,3.905,"12,824","3,417",734,"2,683","6,455",1778,4025,652,"6,369","1,543","3,602","1,224","1,135",749,432,357
1,Thành phố Hà Nội,274,9850,Xã Cát Quế,Xa Cat Que,Huyện Hoài Đức,Huyen Hoai Duc,Xa,4.282,4.053,"17,356","4,084",545,"3,539","8,785",2408,5597,780,"8,571","2,182","4,861","1,528","1,587","1,030",582,423
1,Thành phố Hà Nội,274,9853,Xã Kim Chung,Xa Kim Chung,Huyện Hoài Đức,Huyen Hoai Duc,Xa,3.877,4.301,"16,677","4,338",842,"3,496","8,313",2599,5003,711,"8,364","2,243","4,825","1,296","1,703",927,469,1115
1,Thành phố Hà Nội,274,9856,Xã Yên Sở,Xa Yen So,Huyện Hoài Đức,Huyen Hoai Duc,Xa,4.984,2.22,"11,063","2,839",587,"2,252","5,460",1425,3286,749,"5,603","1,245","2,994","1,364",956,601,374,347
1,Thành phố Hà Nội,274,9859,Xã Sơn Đồng,Xa Son Dong,Huyện Hoài Đức,Huyen Hoai Duc,Xa,3.453,2.937,"10,141","2,663",564,"2,099","5,160",1588,3086,486,"4,981","1,256","2,709","1,016","1,025",653,347,333
1,Thành phố Hà Nội,274,9862,Xã Vân Canh,Xa Van Canh,Huyện Hoài Đức,Huyen Hoai Duc,Xa,4.483,3.175,"14,235","3,595",626,"2,969","7,095",2222,4194,679,"7,140","1,987","3,870","1,283","1,446",726,398,391
1,Thành phố Hà Nội,274,9865,Xã Đắc Sở,Xa Dac So,Huyện Hoài Đức,Huyen Hoai Duc,Xa,2.006,2.426,"4,868","1,271",257,"1,014","2,397",699,1452,246,"2,471",607,"1,336",528,485,284,173,137
1,Thành phố Hà Nội,274,9868,Xã Lại Yên,Xa Lai Yen,Huyện Hoài Đức,Huyen Hoai Duc,Xa,3.358,2.298,"7,718","2,196",606,"1,590","3,849",1157,2250,442,"3,869","1,010","2,017",842,789,491,276,249
1,Thành phố Hà Nội,274,9871,Xã Tiền Yên,Xa Tien Yen,Huyện Hoài Đức,Huyen Hoai Duc,Xa,3.088,2.265,"6,993","2,000",514,"1,486","3,463",943,2214,306,"3,530",852,"1,957",721,633,435,256,251
1,Thành phố Hà Nội,274,9874,Xã Song Phương,Xa Song Phuong,Huyện Hoài Đức,Huyen Hoai Duc,Xa,5.709,2.337,"13,340","3,341",641,"2,700","6,610",1877,4085,648,"6,730","1,686","3,714","1,330","1,303",801,489,363
1,Thành phố Hà Nội,274,9877,Xã An Khánh,Xa An Khanh,Huyện Hoài Đức,Huyen Hoai Duc,Xa,8.468,4.843,"41,011","11,437","2,411","9,026","20,708",6580,12757,1371,"20,303","5,728","11,964","2,611","4,096","1,920",966,1041
1,Thành phố Hà Nội,274,9880,Xã An Thượng,Xa An Thuong,Huyện Hoài Đức,Huyen Hoai Duc,Xa,7.846,2.146,"16,838","4,362",899,"3,463","8,503",2624,5083,796,"8,335","2,324","4,481","1,530","1,832","1,085",546,498
1,Thành phố Hà Nội,274,9883,Xã Vân Côn,Xa Van Con,Huyện Hoài Đức,Huyen Hoai Duc,Xa,6.698,2.108,"14,115","3,670",765,"2,905","7,127",2226,4340,561,"6,988","1,881","3,886","1,221","1,586",991,552,377
1,Thành phố Hà Nội,274,9889,Xã La Phù,Xa La Phu,Huyện Hoài Đức,Huyen Hoai Duc,Xa,3.464,3.425,"11,863","3,231",729,"2,502","5,951",1651,3714,586,"5,912","1,525","3,304","1,083","1,245",755,462,376
1,Thành phố Hà Nội,274,9892,Xã Đông La,Xa Dong La,Huyện Hoài Đức,Huyen Hoai Duc,Xa,4.494,2.839,"12,758","3,306",666,"2,640","6,384",2020,3757,607,"6,374","1,826","3,402","1,146","1,494",810,451,302
1,Thành phố Hà Nội,275,4939,Xã Đông Xuân,Xa Dong Xuan,Huyện Quốc Oai,Huyen Quoc Oai,Xa,10.117,0.538,"5,444","1,279",138,"1,141","2,744",754,1833,157,"2,700",687,"1,571",442,512,388,244,79
1,Thành phố Hà Nội,275,9895,Thị trấn Quốc Oai,Thi tran Quoc Oai,Huyện Quốc Oai,Huyen Quoc Oai,Thi tran,2.655,5.458,"14,491","3,588",692,"2,896","7,183",2019,4368,796,"7,308","1,858","3,891","1,559","1,293",983,542,340
1,Thành phố Hà Nội,275,9898,Xã Sài Sơn,Xa Sai Son,Huyện Quốc Oai,Huyen Quoc Oai,Xa,4.263,4.729,"20,161","5,464","1,347","4,117","9,985",2828,5981,1176,"10,176","2,446","5,473","2,257","1,955","1,251",672,505
1,Thành phố Hà Nội,275,9901,Xã Phượng Cách,Xa Phuong Cach,Huyện Quốc Oai,Huyen Quoc Oai,Xa,5.089,1.253,"6,376","1,710",393,"1,317","3,157",1044,1803,310,"3,219",915,"1,680",624,703,449,200,149
1,Thành phố Hà Nội,275,9904,Xã Yên Sơn,Xa Yen Son,Huyện Quốc Oai,Huyen Quoc Oai,Xa,10.994,0.708,"7,780","2,079",472,"1,607","3,893",1147,2318,428,"3,887",947,"2,087",853,727,524,291,223
1,Thành phố Hà Nội,275,9907,Xã Ngọc Liệp,Xa Ngoc Liep,Huyện Quốc Oai,Huyen Quoc Oai,Xa,2.093,4.317,"9,035","2,453",609,"1,844","4,571",1290,2866,415,"4,464","1,092","2,485",887,847,636,319,187
1,Thành phố Hà Nội,275,9910,Xã Ngọc Mỹ,Xa Ngoc My,Huyện Quốc Oai,Huyen Quoc Oai,Xa,5.565,2.162,"12,030","3,156",742,"2,414","6,017",1724,3607,686,"6,013","1,472","3,209","1,332","1,134",688,414,313
1,Thành phố Hà Nội,275,9913,Xã Liệp Tuyết,Xa Liep Tuyet,Huyện Quốc Oai,Huyen Quoc Oai,Xa,3.671,1.533,"5,627","1,464",348,"1,116","2,801",786,1685,330,"2,826",685,"1,489",652,494,328,210,76
1,Thành phố Hà Nội,275,9916,Xã Thạch Thán,Xa Thach Than,Huyện Quốc Oai,Huyen Quoc Oai,Xa,9.858,0.72,"7,101","2,047",570,"1,477","3,543",1008,2157,378,"3,558",902,"1,937",719,652,444,251,193
1,Thành phố Hà Nội,275,9919,Xã Đồng Quang,Xa Dong Quang,Huyện Quốc Oai,Huyen Quoc Oai,Xa,6.387,2.395,"15,297","4,038",877,"3,161","7,705",2293,4645,767,"7,592","2,003","4,089","1,500","1,565","1,021",607,335
1,Thành phố Hà Nội,275,9922,Xã Phú Cát,Xa Phu Cat,Huyện Quốc Oai,Huyen Quoc Oai,Xa,3.938,2.159,"8,503","2,153",399,"1,754","4,243",1236,2696,311,"4,260","1,156","2,387",717,911,577,321,109
1,Thành phố Hà Nội,275,9925,Xã Tuyết Nghĩa,Xa Tuyet Nghia,Huyện Quốc Oai,Huyen Quoc Oai,Xa,5.144,1.393,"7,167","1,577",174,"1,403","3,571",1021,2168,382,"3,596",899,"1,919",778,690,347,236,130
1,Thành phố Hà Nội,275,9928,Xã Nghĩa Hương,Xa Nghia Huong,Huyện Quốc Oai,Huyen Quoc Oai,Xa,12.7,0.574,"7,286","2,017",514,"1,503","3,580",931,2219,430,"3,706",803,"2,075",828,606,400,302,238
1,Thành phố Hà Nội,275,9931,Xã Cộng Hòa,Xa Cong Hoa,Huyện Quốc Oai,Huyen Quoc Oai,Xa,18.377,0.407,"7,483","1,817",313,"1,504","3,773",955,2429,389,"3,710",805,"2,156",749,615,454,291,91
1,Thành phố Hà Nội,275,9934,Xã Tân Phú,Xa Tan Phu,Huyện Quốc Oai,Huyen Quoc Oai,Xa,11.207,0.525,"5,887","1,378",185,"1,193","3,000",878,1877,245,"2,887",792,"1,591",504,619,403,241,127
1,Thành phố Hà Nội,275,9937,Xã Đại Thành,Xa Dai Thanh,Huyện Quốc Oai,Huyen Quoc Oai,Xa,8.993,0.735,"6,606","1,642",299,"1,343","3,244",997,1995,252,"3,362",962,"1,792",608,817,404,208,115
1,Thành phố Hà Nội,275,9940,Xã Phú Mãn,Xa Phu Man,Huyện Quốc Oai,Huyen Quoc Oai,Xa,4.462,0.523,"2,332",596,112,484,"1,153",311,762,80,"1,179",292,702,185,246,144,68,32
1,Thành phố Hà Nội,275,9943,Xã Cấn Hữu,Xa Can Huu,Huyện Quốc Oai,Huyen Quoc Oai,Xa,3.844,2.771,"10,650","3,054",884,"2,170","5,347",1417,3266,664,"5,303","1,235","2,890","1,178",929,556,396,252
