province_code,province_name_vi,district_code,commune_code,commune_name_vi,commune,district_name_vi,district,commune_type,area,pop_density,population,total_household,hh1_2,hh_2+,total_male,m0_14,m15_60,m60+,total_female,f0_14,f15_55,f55+,edu_primary,edu_secondary,edu_high_school,edu_higher,atm,branch,outlet,cluster_id
1,Thành phố Hà Nội,281,10360,Xã Viên Nội,Xa Vien Noi,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,4.49,0.98,4402,1385,533,852,2183,542,1318,323,2219,472,1117,630,340,187,139,112,,,,2
1,Thành phố Hà Nội,281,10363,Xã Hoa Sơn,Xa Hoa Son,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,6.7,1.111,7443,2112,573,1539,3706,1027,2323,356,3737,908,1947,882,701,348,212,65,,,,2
1,Thành phố Hà Nội,281,10366,Xã Quảng Phú Cầu,Xa Quang Phu Cau,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,8.61,1.445,12443,3914,1417,2497,6270,1707,3845,718,6173,1407,3376,1390,1047,772,454,356,,,,2
1,Thành phố Hà Nội,281,10369,Xã Trường Thịnh,Xa Truong Thinh,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,5.81,1.249,7254,1950,501,1449,3665,998,2250,417,3589,822,1968,799,651,358,255,124,0.0,1.0,1.0,2
1,Thành phố Hà Nội,281,10372,Xã Cao Thành,Xa Cao Thanh,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,3.88,1.052,4081,1268,479,789,1972,494,1147,331,2109,415,1025,669,329,214,141,102,,,,2
1,Thành phố Hà Nội,281,10375,Xã Liên Bạt,Xa Lien Bat,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,8.1,0.8809999999999999,7138,1867,491,1376,3554,928,2141,485,3584,781,1889,914,618,406,230,204,,,,2
1,Thành phố Hà Nội,281,10378,Xã Sơn Công,Xa Son Cong,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,6.52,0.932,6077,1577,405,1172,2966,722,1844,400,3111,736,1561,814,517,319,187,132,,,,2
1,Thành phố Hà Nội,281,10381,Xã Đồng Tiến,Xa Dong Tien,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,6.6,1.172,7732,1987,485,1502,3815,1088,2329,398,3917,970,2074,873,765,355,204,153,,,,2
1,Thành phố Hà Nội,281,10384,Xã Phương Tú,Xa Phuong Tu,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,10.52,1.248,13125,3401,704,2697,6604,1745,4133,726,6521,1606,3501,1414,1135,769,393,238,,,,2
1,Thành phố Hà Nội,281,10387,Xã Trung Tú,Xa Trung Tu,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,9.86,0.789,7775,2066,550,1516,3890,954,2415,521,3885,814,2030,1041,604,386,235,165,,,,2
1,Thành phố Hà Nội,281,10390,Xã Đồng Tân,Xa Dong Tan,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,6.4,0.9590000000000001,6138,1777,499,1278,3058,784,1887,387,3080,618,1734,728,469,322,205,188,0.0,1.0,1.0,2
1,Thành phố Hà Nội,281,10393,Xã Tảo Dương Văn,Xa Tao Duong Van,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,8.53,0.826,7049,1810,433,1377,3566,902,2214,450,3483,740,1841,902,549,349,204,154,,,,2
1,Thành phố Hà Nội,281,10396,Xã Vạn Thái,Xa Van Thai,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,5.96,1.751,10434,2727,560,2167,5227,1336,3304,587,5207,1240,2812,1155,895,490,351,139,,,,2
1,Thành phố Hà Nội,281,10399,Xã Minh Đức,Xa Minh Duc,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,8.69,0.653,5671,1757,647,1110,2820,754,1740,326,2851,657,1497,697,434,291,161,52,,,,2
1,Thành phố Hà Nội,281,10402,Xã Hòa Lâm,Xa Hoa Lam,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,9.49,0.7,6644,1748,386,1362,3377,778,2221,378,3267,676,1765,826,505,291,204,143,,,,2
1,Thành phố Hà Nội,281,10405,Xã Hòa Xá,Xa Hoa Xa,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,2.2,1.9669999999999999,4328,1224,384,840,2041,522,1216,303,2287,527,1120,640,349,265,128,56,1.0,1.0,2.0,2
1,Thành phố Hà Nội,281,10408,Xã Trầm Lộng,Xa Tram Long,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,7.17,0.66,4733,1364,398,966,2396,516,1577,303,2337,486,1257,594,319,209,142,135,,,,2
1,Thành phố Hà Nội,281,10411,Xã Kim Đường,Xa Kim Duong,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,8.7,0.8059999999999999,7008,2072,692,1380,3510,868,2201,441,3498,753,1898,847,602,291,176,133,,,,2
1,Thành phố Hà Nội,281,10414,Xã Hòa Nam,Xa Hoa Nam,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,4.29,2.5580000000000003,10975,2804,587,2217,5601,1491,3507,603,5374,1271,2996,1107,1011,548,427,282,,,,2
1,Thành phố Hà Nội,281,10417,Xã Hòa Phú,Xa Hoa Phu,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,6.37,1.173,7473,1912,448,1464,3766,956,2324,486,3707,794,2006,907,649,357,271,227,0.0,1.0,1.0,2
1,Thành phố Hà Nội,281,10420,Xã Đội Bình,Xa Doi Binh,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,7.89,1.054,8313,2141,474,1667,4175,1059,2653,463,4138,997,2201,940,680,398,228,75,,,,2
1,Thành phố Hà Nội,281,10423,Xã Đại Hùng,Xa Dai Hung,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,4.88,1.045,5099,1447,398,1049,2551,638,1596,317,2548,558,1384,606,394,232,152,60,,,,2
1,Thành phố Hà Nội,281,10426,Xã Đông Lỗ,Xa Dong Lo,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,7.61,0.774,5889,1629,446,1183,2887,762,1777,348,3002,675,1571,756,498,309,168,76,,,,2
1,Thành phố Hà Nội,281,10429,Xã Phù Lưu,Xa Phu Luu,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,4.65,1.237,5751,1542,362,1180,2895,705,1847,343,2856,604,1545,707,467,243,175,102,,,,2
1,Thành phố Hà Nội,281,10432,Xã Đại Cường,Xa Dai Cuong,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,4.92,0.9640000000000001,4742,1323,384,939,2326,575,1431,320,2416,498,1267,651,357,227,182,72,0.0,1.0,1.0,2
1,Thành phố Hà Nội,281,10435,Xã Lưu Hoàng,Xa Luu Hoang,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,3.84,1.335,5125,1421,351,1070,2632,680,1628,324,2493,458,1444,591,365,262,178,35,,,,2
1,Thành phố Hà Nội,281,10438,Xã Hồng Quang,Xa Hong Quang,Huyện Ứng Hòa,Huyen Ung Hoa,Xa,5.21,1.209,6299,2011,770,1241,3142,754,1960,428,3157,615,1688,854,498,344,223,50,,,,2
1,Thành phố Hà Nội,282,10441,Thị trấn Đại Nghĩa,Thi tran Dai Nghia,Huyện Mỹ Đức,Huyen My Duc,Thi tran,4.955,1.618,8015,2177,522,1655,3999,1047,2517,435,4016,948,2183,885,782,384,259,232,3.0,2.0,5.0,1
1,Thành phố Hà Nội,282,10444,Xã Đồng Tâm,Xa Dong Tam,Huyện Mỹ Đức,Huyen My Duc,Xa,8.416,1.124,9459,2614,650,1964,4688,1294,2912,482,4771,1210,2565,996,909,483,238,89,,,,1
1,Thành phố Hà Nội,282,10447,Xã Thượng Lâm,Xa Thuong Lam,Huyện Mỹ Đức,Huyen My Duc,Xa,6.542999999999999,0.9690000000000001,6337,1748,444,1304,3148,979,1872,297,3189,852,1656,681,638,375,167,52,,,,1
1,Thành phố Hà Nội,282,10450,Xã Tuy Lai,Xa Tuy Lai,Huyện Mỹ Đức,Huyen My Duc,Xa,20.477,0.667,13658,3468,570,2898,6870,1920,4274,676,6788,1780,3686,1322,1259,655,387,31,,,,1
1,Thành phố Hà Nội,282,10453,Xã Phúc Lâm,Xa Phuc Lam,Huyện Mỹ Đức,Huyen My Duc,Xa,4.904,1.796,8808,2193,401,1792,4382,1291,2641,450,4426,1132,2383,911,836,455,235,126,,,,1
1,Thành phố Hà Nội,282,10456,Xã Mỹ Thành,Xa My Thanh,Huyện Mỹ Đức,Huyen My Duc,Xa,3.89,0.9670000000000001,3763,1048,289,759,1892,481,1184,227,1871,428,982,461,320,211,106,70,,,,1
1,Thành phố Hà Nội,282,10459,Xã Bột Xuyên,Xa Bot Xuyen,Huyện Mỹ Đức,Huyen My Duc,Xa,5.809,1.401,8138,2286,611,1675,4025,1080,2482,463,4113,999,2151,963,768,438,268,179,,,,1
1,Thành phố Hà Nội,282,10462,Xã An Mỹ,Xa An My,Huyện Mỹ Đức,Huyen My Duc,Xa,6.066,0.985,5976,1758,576,1182,2974,878,1746,350,3002,721,1509,772,591,330,221,80,1.0,1.0,2.0,1
1,Thành phố Hà Nội,282,10465,Xã Hồng Sơn,Xa Hong Son,Huyện Mỹ Đức,Huyen My Duc,Xa,17.04,0.46799999999999997,7977,1970,346,1624,4088,1080,2629,379,3889,880,2172,837,718,379,219,51,,,,1
1,Thành phố Hà Nội,282,10468,Xã Lê Thanh,Xa Le Thanh ,Huyện Mỹ Đức,Huyen My Duc,Xa,7.57,1.6869999999999998,12770,3085,535,2550,6426,1906,3982,538,6344,1687,3444,1213,1333,744,374,184,,,,1
1,Thành phố Hà Nội,282,10471,Xã Xuy Xá,Xa Xuy Xa,Huyện Mỹ Đức,Huyen My Duc,Xa,5.332999999999999,1.795,9575,2559,586,1973,4807,1468,2965,374,4768,1341,2613,814,946,590,281,176,,,,1
1,Thành phố Hà Nội,282,10474,Xã Phùng Xá,Xa Phung Xa,Huyện Mỹ Đức,Huyen My Duc,Xa,4.413,1.854,8181,2264,628,1636,4070,1105,2475,490,4111,993,2202,916,786,457,275,170,,,,1
1,Thành phố Hà Nội,282,10477,Xã Phù Lưu Tế,Xa Phu Luu Te,Huyện Mỹ Đức,Huyen My Duc,Xa,6.709,1.212,8132,2354,705,1649,4003,1136,2368,499,4129,1010,2109,1010,834,399,266,73,,,,2
1,Thành phố Hà Nội,282,10480,Xã Đại Hưng,Xa Dai Hung,Huyện Mỹ Đức,Huyen My Duc,Xa,6.987,1.071,7486,2124,618,1506,3675,897,2320,458,3811,817,2020,974,614,363,276,190,,,,1
1,Thành phố Hà Nội,282,10483,Xã Vạn Kim,Xa Van Kim,Huyện Mỹ Đức,Huyen My Duc,Xa,6.169,1.103,6804,2055,675,1380,3439,897,2093,449,3365,755,1726,884,550,293,141,97,,,,1
1,Thành phố Hà Nội,282,10486,Xã Đốc Tín,Xa Doc Tin,Huyện Mỹ Đức,Huyen My Duc,Xa,3.447,1.31,4515,1355,433,922,2221,555,1382,284,2294,456,1267,571,324,226,164,42,,,,2
1,Thành phố Hà Nội,282,10489,Xã Hương Sơn,Xa Huong Son,Huyện Mỹ Đức,Huyen My Duc,Xa,40.894,0.509,20806,5961,1627,4334,10472,2739,6670,1063,10334,2384,5740,2210,1770,1149,725,350,0.0,1.0,1.0,1
1,Thành phố Hà Nội,282,10492,Xã Hùng Tiến,Xa Hung Tien,Huyện Mỹ Đức,Huyen My Duc,Xa,8.831,0.852,7528,2109,544,1565,3805,1022,2405,378,3723,877,2030,816,625,403,184,127,,,,1
1,Thành phố Hà Nội,282,10495,Xã An Tiến,Xa An Tien,Huyện Mỹ Đức,Huyen My Duc,Xa,9.781,0.7,6846,1959,534,1425,3490,993,2190,307,3356,869,1844,643,650,377,154,57,,,,1
1,Thành phố Hà Nội,282,10498,Xã Hợp Tiến,Xa Hop Tien,Huyện Mỹ Đức,Huyen My Duc,Xa,14.181,0.992,14071,3634,712,2922,7134,2011,4530,593,6937,1772,3857,1308,1264,711,429,211,0.0,1.0,1.0,1
1,Thành phố Hà Nội,282,10501,Xã Hợp Thanh,Xa Hop Thanh,Huyện Mỹ Đức,Huyen My Duc,Xa,11.005999999999998,1.1059999999999999,12172,2900,456,2444,6189,1798,3885,506,5983,1575,3309,1099,1187,772,453,157,,,,1
1,Thành phố Hà Nội,282,10504,Xã An Phú,Xa An Phu,Huyện Mỹ Đức,Huyen My Duc,Xa,22.83,0.389,8884,2145,293,1852,4570,1349,2878,343,4314,1230,2436,648,886,591,278,55,,,,1
